semantic_key,symbol,gid,direction_system,direction,evaluation_horizon,direction_correct,first_ahead_sr_touch_step,first_ahead_sr_cross_step,first_touch_accepted_breakout,r_touch_close,mfe_at_first_ahead_sr,tp_signal_step,tp_signal_time,tp_executable,tp_fill_step,tp_fill_time,tp_fill_open,tp_reason,baseline_gross_return_atr,tp_gross_return_atr,paired_delta_gross_atr,frozen_ahead_sr_bottom,frozen_ahead_sr_top,frozen_ahead_sr_strength,ahead_liq_available,ahead_liq_touched_by_signal,ahead_liq_crossed_by_signal
CU::CU_LONG_11490::2026-07-31 23:45:00::2026-07-31 23:45:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,5,9,False,0.05701600556600497,1.2543521224521093,5,2026-08-03 09:15:00,True,6,2026-08-03 09:15:00,105520.0,tp_executed,16.534641614141442,0.11403201113200993,-16.42060960300943,105550.0,105640.0,92.0,False,False,False
CU::CU_LONG_11490::2026-08-01 00:00:00::2026-08-01 00:00:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,4,8,False,0.17151442612966888,1.372115409037351,4,2026-08-03 09:15:00,True,5,2026-08-03 09:15:00,105520.0,tp_executed,16.69407080995444,0.2286859015062252,-16.465384908448215,105550.0,105640.0,92.0,False,False,False
CU::CU_LONG_11490::2026-08-03 09:15:00::2026-08-03 09:15:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,0,3,False,0.3445069392718786,0.8612673481796965,0,2026-08-03 09:30:00,True,1,2026-08-03 09:30:00,105570.0,tp_executed,16.536333085050174,0.28708911605989884,-16.249243968990275,105550.0,105640.0,92.0,False,False,False
CU::CU_LONG_11490::2026-08-03 09:30:00::2026-08-03 09:30:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,5,10,False,1.0339411915695538,1.2637059008072322,5,2026-08-03 11:15:00,True,6,2026-08-03 11:15:00,105740.0,tp_executed,16.25585317856576,0.976500014260134,-15.279353164305627,105750.0,105880.0,106.0,False,False,False
CU::CU_LONG_11490::2026-08-03 09:45:00::2026-08-03 09:45:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,0,1,False,0.22998989639037504,0.4599797927807501,0,2026-08-03 10:00:00,True,1,2026-08-03 10:00:00,105570.0,tp_executed,16.444277591911817,0.17249242229278128,-16.271785169619037,105550.0,105640.0,92.0,False,False,False
CU::CU_LONG_11490::2026-08-03 10:00:00::2026-08-03 10:00:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,3,8,False,1.0359647825919305,1.2661791787234706,3,2026-08-03 11:15:00,True,4,2026-08-03 11:15:00,105740.0,tp_executed,16.28766852630646,0.9784111835590454,-15.309257342747417,105750.0,105880.0,106.0,False,False,False
CU::CU_LONG_11490::2026-08-03 10:15:00::2026-08-03 10:30:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,2,7,False,0.403615647144364,0.6342531597982862,2,2026-08-03 11:15:00,True,3,2026-08-03 11:15:00,105740.0,tp_executed,15.683350860466716,0.34595626898088344,-15.337394591485833,105750.0,105880.0,106.0,False,False,False
CU::CU_LONG_11490::2026-08-03 10:45:00::2026-08-03 10:45:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,1,6,False,0.5769835609394289,0.8077769853152006,1,2026-08-03 11:15:00,True,2,2026-08-03 11:15:00,105740.0,tp_executed,15.867047925834296,0.519285204845486,-15.34776272098881,105750.0,105880.0,106.0,False,False,False
CU::CU_LONG_11490::2026-08-03 11:00:00::2026-08-03 11:00:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,0,5,False,0.17341182065124902,0.404627581519581,0,2026-08-03 11:15:00,True,1,2026-08-03 11:15:00,105740.0,tp_executed,15.491455978178244,0.115607880434166,-15.375848097744079,105750.0,105880.0,106.0,False,False,False
CU::CU_LONG_11490::2026-08-03 11:30:00::2026-08-03 13:30:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,0,3,False,0.2902417646338412,0.46438682341414594,0,2026-08-03 13:45:00,True,1,2026-08-03 13:45:00,105810.0,tp_executed,15.324765172666817,0.2902417646338412,-15.034523408032976,105750.0,105880.0,106.0,True,True,False
CU::CU_LONG_11490::2026-08-03 15:00:00::2026-08-03 21:00:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,15,16,False,2.538197699855573,2.711256633936635,15,2026-08-04 01:00:00,True,16,2026-08-04 09:00:00,106200.0,tp_executed,12.114125385674326,2.595884011215927,-9.518241374458398,106200.0,106200.0,66.0,False,False,False
CU::CU_LONG_11490::2026-08-03 21:30:00::2026-08-03 21:30:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,0,4,False,0.05728691864323668,0.2864345932161834,0,2026-08-03 21:45:00,True,1,2026-08-03 21:45:00,105740.0,tp_executed,12.08753983372294,0.0,-12.08753983372294,105750.0,105880.0,106.0,False,False,False
CU::CU_LONG_11490::2026-08-03 21:45:00::2026-08-03 21:45:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,12,13,False,2.584170428839575,2.75644845742888,12,2026-08-04 01:00:00,True,13,2026-08-04 09:00:00,106200.0,tp_executed,12.116888010781118,2.641596438369343,-9.475291572411775,106200.0,106200.0,66.0,False,False,False
CU::CU_LONG_11490::2026-08-03 22:00:00::2026-08-03 22:00:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,11,12,False,1.951035483203005,2.123185672897388,11,2026-08-04 01:00:00,True,12,2026-08-04 09:00:00,106200.0,tp_executed,11.476679312958852,2.0084188797677993,-9.468260433191054,106200.0,106200.0,66.0,False,False,False
CU::CU_LONG_11490::2026-08-03 22:15:00::2026-08-03 22:15:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,10,11,False,2.1258857161765894,2.298254828299015,10,2026-08-04 01:00:00,True,11,2026-08-04 09:00:00,106200.0,tp_executed,11.663643253617503,2.1833420868840645,-9.480301166733438,106200.0,106200.0,66.0,False,False,False
CU::CU_LONG_11490::2026-08-03 22:30:00::2026-08-03 22:30:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,9,10,False,2.132259096240061,2.305144968908174,9,2026-08-04 01:00:00,True,10,2026-08-04 09:00:00,106200.0,tp_executed,11.698610717208984,2.189887720462765,-9.508722996746219,106200.0,106200.0,66.0,False,False,False
CU::CU_LONG_11490::2026-08-03 22:45:00::2026-08-03 22:45:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,8,9,False,1.6160939517312038,1.7892468751309756,8,2026-08-04 01:00:00,True,9,2026-08-04 09:00:00,106200.0,tp_executed,11.197222379851912,1.673811592864461,-9.523410786987451,106200.0,106200.0,66.0,False,False,False
CU::CU_LONG_11490::2026-08-03 23:00:00::2026-08-03 23:00:00,CU,CU::CU_LONG_11490,A9,LONG,td5,1,7,8,False,0.8660959755403052,1.0393151706483663,7,2026-08-04 01:00:00,True,8,2026-08-04 09:00:00,106200.0,tp_executed,10.45089143818635,0.9238357072429922,-9.527055730943358,106200.0,106200.0,66.0,False,False,False
CU::CU_LONG_11803::2026-08-07 01:00:00::2026-08-07 09:00:00,CU,CU::CU_LONG_11803,A9,LONG,td5,1,0,3,False,0.5370968479953866,0.8056452719930799,0,2026-08-07 09:15:00,True,1,2026-08-07 09:15:00,107790.0,tp_executed,-1.5575808591866211,0.48338716319584796,2.040968022382469,107840.0,108030.0,76.0,False,False,False
CU::CU_LONG_11803::2026-08-07 09:30:00::2026-08-07 09:30:00,CU,CU::CU_LONG_11803,A9,LONG,td5,1,0,1,False,0.5908444770708865,0.751983879908401,0,2026-08-07 09:45:00,True,1,2026-08-07 09:45:00,107970.0,tp_executed,-2.4170910425627175,0.5908444770708865,3.007935519633604,107840.0,108030.0,76.0,False,False,False
CU::CU_LONG_11835::2026-08-07 11:15:00::2026-08-07 11:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,1,False,0.10676710120327097,0.48045195541471936,0,2026-08-07 11:30:00,True,1,2026-08-07 13:30:00,108110.0,tp_executed,-4.163916946927568,-0.4270684048130839,3.736848542114484,108250.0,108250.0,22.0,False,False,False
CU::CU_LONG_11835::2026-08-07 21:30:00::2026-08-07 21:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,40,False,0.5249458090711966,0.9973970372352735,0,2026-08-07 21:45:00,True,1,2026-08-07 21:45:00,107740.0,tp_executed,0.20997832362847862,0.4724512281640769,0.2624729045355983,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-07 21:45:00::2026-08-07 21:45:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,22,39,False,0.5774479053552972,0.7349336977249238,22,2026-08-10 13:45:00,True,23,2026-08-10 13:45:00,107850.0,tp_executed,-0.2624763206160442,0.5774479053552972,0.8399242259713414,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-07 22:00:00::2026-08-07 22:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,21,38,False,1.1533970500271178,1.3106784659399064,21,2026-08-10 13:45:00,True,22,2026-08-10 13:45:00,107850.0,tp_executed,0.31456283182557754,1.1533970500271178,0.8388342182015402,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-07 22:30:00::2026-08-07 22:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,19,36,False,1.3649457074552003,1.5224394429308004,19,2026-08-10 13:45:00,True,20,2026-08-10 13:45:00,107850.0,tp_executed,0.524979118252,1.3649457074552003,0.8399665892032002,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-07 23:00:00::2026-08-07 23:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,17,34,False,1.893932505448464,2.051760214235836,17,2026-08-10 13:45:00,True,18,2026-08-10 13:45:00,107850.0,tp_executed,1.0521847252491465,1.893932505448464,0.8417477801993174,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-07 23:15:00::2026-08-07 23:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,16,33,False,1.5816087340278813,1.7397696074306692,16,2026-08-10 13:45:00,True,17,2026-08-10 13:45:00,107850.0,tp_executed,0.7380840758796778,1.5816087340278813,0.8435246581482034,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-07 23:30:00::2026-08-07 23:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,15,32,False,1.7972122298747983,1.9557897795696335,15,2026-08-10 13:45:00,True,16,2026-08-10 13:45:00,107850.0,tp_executed,0.9514652981690108,1.7972122298747983,0.8457469317057875,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-07 23:45:00::2026-08-07 23:45:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,14,31,False,1.8033693376554736,1.9624901615662507,14,2026-08-10 13:45:00,True,15,2026-08-10 13:45:00,107850.0,tp_executed,0.9547249434646625,1.8033693376554736,0.8486443941908111,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-08 00:00:00::2026-08-08 00:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,13,30,False,2.2830650548478117,2.442348663325566,13,2026-08-10 13:45:00,True,14,2026-08-10 13:45:00,107850.0,tp_executed,1.4335524762997889,2.2830650548478117,0.8495125785480229,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-08 00:15:00::2026-08-08 00:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,12,29,False,2.343522214205114,2.503307819719099,12,2026-08-10 13:45:00,True,13,2026-08-10 13:45:00,107850.0,tp_executed,1.4913323181305274,2.343522214205114,0.8521898960745868,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-10 09:15:00::2026-08-10 09:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,8,25,False,1.6914169052334094,1.8499872400990416,8,2026-08-10 13:45:00,True,9,2026-08-10 13:45:00,107850.0,tp_executed,0.8457084526167047,1.6914169052334094,0.8457084526167047,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-10 09:30:00::2026-08-10 09:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,7,24,False,1.69406695010674,1.852885726679247,7,2026-08-10 13:45:00,True,8,2026-08-10 13:45:00,107850.0,tp_executed,0.84703347505337,1.69406695010674,0.84703347505337,107840.0,108030.0,81.0,False,False,False
CU::CU_LONG_11835::2026-08-10 11:15:00::2026-08-10 11:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,1,18,False,2.187875463415065,2.3479639119576303,1,2026-08-10 13:45:00,True,2,2026-08-10 13:45:00,107850.0,tp_executed,1.334070404521381,2.187875463415065,0.8538050588936841,107840.0,108030.0,82.0,False,False,False
CU::CU_LONG_11835::2026-08-10 11:30:00::2026-08-10 13:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,17,False,1.5494811475468793,1.7097723007413839,0,2026-08-10 13:45:00,True,1,2026-08-10 13:45:00,107850.0,tp_executed,0.6945949971761872,1.5494811475468793,0.854886150370692,107840.0,108030.0,82.0,False,False,False
CU::CU_LONG_11835::2026-08-10 14:00:00::2026-08-10 14:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,3,15,False,0.47737251788857116,0.9547450357771423,3,2026-08-10 15:00:00,True,4,2026-08-10 21:00:00,107850.0,tp_executed,-0.3712897361355554,0.47737251788857116,0.8486622540241265,107840.0,108030.0,82.0,False,False,False
CU::CU_LONG_11835::2026-08-10 14:15:00::2026-08-10 14:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,2,14,False,0.26597251487195006,0.7447230416414601,2,2026-08-10 15:00:00,True,3,2026-08-10 21:00:00,107850.0,tp_executed,-0.5851395327182901,0.26597251487195006,0.8511120475902402,107840.0,108030.0,82.0,False,False,False
CU::CU_LONG_11835::2026-08-10 21:30:00::2026-08-10 21:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,4,9,False,1.0630446163501182,1.2756535396201418,4,2026-08-10 22:45:00,True,5,2026-08-10 22:45:00,107800.0,tp_executed,10.25838054777864,1.0098923855326123,-9.248488162246026,107840.0,108030.0,82.0,False,False,False
CU::CU_LONG_11835::2026-08-10 22:15:00::2026-08-10 22:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,1,6,False,1.011066511898801,1.2239226196669695,1,2026-08-10 22:45:00,True,2,2026-08-10 22:45:00,107800.0,tp_executed,10.217093172872094,0.9578524849567588,-9.259240687915335,107840.0,108030.0,82.0,False,False,False
CU::CU_LONG_11835::2026-08-10 22:30:00::2026-08-10 22:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,5,False,0.42580194800638244,0.6387029220095736,0,2026-08-10 22:45:00,True,1,2026-08-10 22:45:00,107800.0,tp_executed,9.633769073644402,0.3725767045055846,-9.261192369138817,107840.0,108030.0,106.0,False,False,False
CU::CU_LONG_11835::2026-08-11 09:45:00::2026-08-11 09:45:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,2,False,0.21609757444996983,0.6482927233499095,0,2026-08-11 10:00:00,True,1,2026-08-11 10:00:00,108240.0,tp_executed,7.185244350461497,0.16207318083747738,-7.023171169624019,108250.0,108250.0,22.0,False,False,False
CU::CU_LONG_11835::2026-08-11 13:45:00::2026-08-11 13:45:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,5,6,False,1.6532427826244402,2.133216493708955,5,2026-08-11 21:15:00,True,6,2026-08-11 21:15:00,108210.0,tp_executed,8.692857211863993,1.5999123702817164,-7.092944841582277,108250.0,108250.0,22.0,False,False,False
CU::CU_LONG_11835::2026-08-11 14:00:00::2026-08-11 14:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,4,5,False,1.1725658916356096,1.6522519382138137,4,2026-08-11 21:15:00,True,5,2026-08-11 21:15:00,108210.0,tp_executed,8.207961241449267,1.1192674420158093,-7.088693799433457,108250.0,108250.0,22.0,False,False,False
CU::CU_LONG_11835::2026-08-11 14:15:00::2026-08-11 14:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,3,4,False,1.1712431812876525,1.6503881190871468,3,2026-08-11 21:15:00,True,4,2026-08-11 21:15:00,108210.0,tp_executed,8.198702269013568,1.1180048548654864,-7.080697414148082,108250.0,108250.0,22.0,False,False,False
CU::CU_LONG_11835::2026-08-11 14:30:00::2026-08-11 14:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,2,False,0.6894889938378067,0.7955642236590077,0,2026-08-11 14:45:00,True,1,2026-08-11 14:45:00,107880.0,tp_executed,9.493733068997493,0.6894889938378067,-8.804244075159685,107840.0,108030.0,106.0,False,False,False
CU::CU_LONG_11835::2026-08-11 14:45:00::2026-08-11 14:45:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,1,2,False,1.8003448815514251,2.2769067619620964,1,2026-08-11 21:15:00,True,2,2026-08-11 21:15:00,108210.0,tp_executed,8.789919127574604,1.747393561505795,-7.042525566068809,108250.0,108250.0,22.0,False,False,False
CU::CU_LONG_11835::2026-08-11 15:00:00::2026-08-11 21:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,1,False,0.10612419317066962,0.5836830624386828,0,2026-08-11 21:15:00,True,1,2026-08-11 21:15:00,108210.0,tp_executed,-1.4326766078040398,0.05306209658533481,1.4857387043893746,108250.0,108250.0,22.0,False,False,False
CU::CU_LONG_11835::2026-08-11 22:00:00::2026-08-11 22:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,2,105,False,0.36992488903832305,0.6341569526371252,2,2026-08-11 22:45:00,True,3,2026-08-11 22:45:00,108200.0,tp_executed,-1.0569282543952088,0.36992488903832305,1.4268531434335319,108250.0,108440.0,60.0,True,True,False
CU::CU_LONG_11835::2026-08-11 22:15:00::2026-08-11 22:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,1,104,False,0.4767417185897265,0.7415982289173524,1,2026-08-11 22:45:00,True,2,2026-08-11 22:45:00,108200.0,tp_executed,-0.953483437179453,0.4767417185897265,1.4302251557691796,108250.0,108440.0,60.0,True,True,False
CU::CU_LONG_11835::2026-08-11 23:15:00::2026-08-11 23:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,12,100,False,0.21281023054143,0.532025576353575,12,2026-08-12 10:45:00,True,13,2026-08-12 10:45:00,108180.0,tp_executed,-1.170456267977865,0.1596076729060725,1.3300639408839374,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-11 23:30:00::2026-08-11 23:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,11,99,False,0.5331312154989813,0.8530099447983701,11,2026-08-12 10:45:00,True,12,2026-08-12 10:45:00,108180.0,tp_executed,-0.8530099447983701,0.4798180939490832,1.3328280387474534,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 00:00:00::2026-08-12 00:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,9,97,False,0.7482817083113447,1.0689738690162065,9,2026-08-12 10:45:00,True,10,2026-08-12 10:45:00,108180.0,tp_executed,-0.6413843214097239,0.6948330148605343,1.3362173362702583,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 00:15:00::2026-08-12 00:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,8,96,False,0.8046785691536951,1.126549996815173,8,2026-08-12 10:45:00,True,9,2026-08-12 10:45:00,108180.0,tp_executed,-0.5900976173793764,0.7510333312101154,1.3411309485894918,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 00:30:00::2026-08-12 00:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,7,95,False,0.9683782188799861,1.2911709585066482,7,2026-08-12 10:45:00,True,8,2026-08-12 10:45:00,108180.0,tp_executed,-0.43039031950221607,0.9145794289422091,1.3449697484444252,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 00:45:00::2026-08-12 00:45:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,6,94,False,1.0259268023161103,1.3499036872580399,6,2026-08-12 10:45:00,True,7,2026-08-12 10:45:00,108180.0,tp_executed,-0.37797303243225117,0.9719306548257887,1.3499036872580399,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 01:00:00::2026-08-12 09:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,5,93,False,0.9207983142512431,1.2457859545752112,5,2026-08-12 10:45:00,True,6,2026-08-12 10:45:00,108180.0,tp_executed,-0.48748146048595226,0.8666337075305818,1.354115168016534,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 09:15:00::2026-08-12 09:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,4,92,False,0.2710037474285061,0.5962082443427134,4,2026-08-12 10:45:00,True,5,2026-08-12 10:45:00,108180.0,tp_executed,-1.1382157391997256,0.21680299794280486,1.3550187371425304,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 09:30:00::2026-08-12 09:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,3,91,False,0.7046956686513519,1.0299398234135142,3,2026-08-12 10:45:00,True,4,2026-08-12 10:45:00,108180.0,tp_executed,-0.7046956686513519,0.6504883095243248,1.3551839781756767,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 09:45:00::2026-08-12 09:45:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,2,90,False,0.922887768937039,1.2486128638559941,2,2026-08-12 10:45:00,True,3,2026-08-12 10:45:00,108180.0,tp_executed,-0.4885876423784325,0.8686002531172132,1.3571878954956458,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 10:00:00::2026-08-12 10:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,1,89,False,0.5439708169448095,0.8703533071116952,1,2026-08-12 10:45:00,True,2,2026-08-12 10:45:00,108180.0,tp_executed,-0.8703533071116952,0.4895737352503286,1.3599270423620238,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 10:15:00::2026-08-12 10:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,88,False,0.817152691963828,1.1440137687493592,0,2026-08-12 10:45:00,True,1,2026-08-12 10:45:00,108180.0,tp_executed,-0.5992453074401406,0.7626758458329062,1.3619211532730469,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 10:45:00::2026-08-12 10:45:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,87,False,0.2721141701098956,0.435382672175833,0,2026-08-12 11:00:00,True,1,2026-08-12 11:00:00,108220.0,tp_executed,-1.360570850549478,0.2176913360879165,1.5782621866373945,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 11:00:00::2026-08-12 11:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,86,False,0.10915381873122738,0.709499821752978,0,2026-08-12 11:15:00,True,1,2026-08-12 11:15:00,108230.0,tp_executed,-1.5827303716027972,0.05457690936561369,1.6373072809684108,108250.0,108440.0,64.0,False,False,False
CU::CU_LONG_11835::2026-08-12 11:15:00::2026-08-12 11:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,85,False,0.10928273042619956,0.38248955649169847,0,2026-08-12 11:30:00,True,1,2026-08-12 13:30:00,108150.0,tp_executed,-1.6392409563929935,-0.4371309217047982,1.2021100346881952,108250.0,108440.0,64.0,False,False,False
CU::CU_LONG_11835::2026-08-12 11:30:00::2026-08-12 13:30:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,3,84,False,0.8208092654989739,1.2585742070984267,3,2026-08-12 14:30:00,True,4,2026-08-12 14:30:00,108300.0,tp_executed,-1.2038535893984952,0.8208092654989739,2.024662854897469,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 13:45:00::2026-08-12 13:45:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,2,83,False,1.2036147216078188,1.64129280219248,2,2026-08-12 14:30:00,True,3,2026-08-12 14:30:00,108300.0,tp_executed,-0.82064640109624,1.2036147216078188,2.0242611227040586,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 14:00:00::2026-08-12 14:00:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,1,82,False,0.6569265300996988,1.0948775501661645,1,2026-08-12 14:30:00,True,2,2026-08-12 14:30:00,108300.0,tp_executed,-1.3685969377077059,0.6569265300996988,2.0255234678074046,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 14:15:00::2026-08-12 14:15:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,81,False,1.0955573323154533,1.5337802652416346,0,2026-08-12 14:30:00,True,1,2026-08-12 14:30:00,108300.0,tp_executed,-0.9312237324681353,1.0955573323154533,2.0267810647835884,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11835::2026-08-12 14:45:00::2026-08-12 14:45:00,CU,CU::CU_LONG_11835,A9,LONG,td5,1,0,79,False,0.8199981413258428,1.0933308551011238,0,2026-08-12 15:00:00,True,1,2026-08-12 21:00:00,108610.0,tp_executed,-1.694662825406742,2.022662081937079,3.717324907343821,108250.0,108440.0,64.0,True,True,False
CU::CU_LONG_11941::2026-08-12 21:45:00::2026-08-12 21:45:00,CU,CU::CU_LONG_11941,A9,LONG,td5,1,0,75,False,0.16303734297138905,0.5978035908950932,0,2026-08-12 22:00:00,True,1,2026-08-12 22:00:00,108210.0,tp_executed,-7.336680433712507,0.054345780990463013,7.39102621470297,108250.0,108440.0,64.0,False,False,False
CU::CU_LONG_11941::2026-08-12 23:15:00::2026-08-12 23:15:00,CU,CU::CU_LONG_11941,A9,LONG,td5,1,57,69,False,0.6566164739424506,0.9302066714184716,57,2026-08-14 22:15:00,True,58,2026-08-14 22:15:00,108240.0,tp_executed,-7.003909055386139,0.6018984344472463,7.605807489833386,108250.0,108440.0,64.0,False,False,False
CU::CU_LONG_11941::2026-08-12 23:30:00::2026-08-12 23:30:00,CU,CU::CU_LONG_11941,A9,LONG,td5,1,56,68,False,0.933085116411703,1.2075219153563215,56,2026-08-14 22:15:00,True,57,2026-08-14 22:15:00,108240.0,tp_executed,-6.751145254037616,0.8781977566227793,7.629343010660396,108250.0,108440.0,64.0,False,False,False
CU::CU_LONG_11941::2026-08-13 00:00:00::2026-08-13 00:00:00,CU,CU::CU_LONG_11941,A9,SHORT,td5,0,5,13,False,0.7670499366802327,1.5340998733604654,5,2026-08-13 09:30:00,True,6,2026-08-13 09:30:00,107710.0,tp_executed,5.47892811914452,0.7670499366802327,-4.711878182464287,107490.0,107650.0,94.0,True,False,False
CU::CU_LONG_11941::2026-08-13 00:15:00::2026-08-13 00:15:00,CU,CU::CU_LONG_11941,A9,LONG,td5,1,53,65,False,2.2489800290501134,2.5232458862513467,53,2026-08-14 22:15:00,True,54,2026-08-14 22:15:00,108240.0,tp_executed,-5.43046397258442,2.194126857609867,7.624590830194286,108250.0,108440.0,77.0,False,False,False
CU::CU_LONG_11941::2026-08-13 00:30:00::2026-08-13 00:30:00,CU,CU::CU_LONG_11941,A9,LONG,td5,1,52,64,False,2.200905953872823,2.476019198106926,52,2026-08-14 22:15:00,True,53,2026-08-14 22:15:00,108240.0,tp_executed,-5.502264884682058,2.1458833050260027,7.64814818970806,108250.0,108440.0,77.0,False,False,False
CU::CU_LONG_11941::2026-08-13 09:30:00::2026-08-13 09:30:00,CU,CU::CU_LONG_11941,A9,SHORT,td5,0,1,7,False,1.1540526037817451,1.263962375570483,1,2026-08-13 10:00:00,True,2,2026-08-13 10:00:00,107510.0,tp_executed,4.726120186915718,1.0990977178873764,-3.6270224690283417,107490.0,107650.0,94.0,True,False,False
