symbol,liquidity_id,contact_number,risk_ATR,rr_direction_frozen,rr_direction_recon,long_R_lower_frozen,long_R_lower_recon,short_R_upper_frozen,short_R_upper_recon,match
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-02 10:30:00|7626.0,1,1.0,SHORT_DOMINATES,SHORT_DOMINATES,0.6977,0.6977,2.6744,2.6744,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-02 10:30:00|7626.0,1,1.5,SHORT_DOMINATES,SHORT_DOMINATES,0.4651,0.4651,1.7829,1.7829,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-02 10:30:00|7626.0,1,2.0,SHORT_DOMINATES,SHORT_DOMINATES,0.3488,0.3488,1.3372,1.3372,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-02 10:30:00|7626.0,1,3.0,SHORT_DOMINATES,SHORT_DOMINATES,0.2326,0.2326,0.8915,0.8915,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-02 21:00:00|7626.0,1,0.25,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,6.9231,6.9231,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-02 21:00:00|7626.0,1,0.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,3.4615,3.4615,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-02 21:00:00|7626.0,1,0.75,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,2.3077,2.3077,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-02 21:00:00|7626.0,1,1.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,1.7308,1.7308,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-02 21:00:00|7626.0,1,1.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,1.1538,1.1538,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-02 21:00:00|7626.0,1,2.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.8654,0.8654,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-02 21:00:00|7626.0,1,3.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.5769,0.5769,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-02 21:00:00|7619.0,1,0.25,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,6.9231,6.9231,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-02 21:00:00|7619.0,1,0.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,3.4615,3.4615,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-02 21:00:00|7619.0,1,0.75,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,2.3077,2.3077,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-02 21:00:00|7619.0,1,1.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,1.7308,1.7308,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-02 21:00:00|7619.0,1,1.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,1.1538,1.1538,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-02 21:00:00|7619.0,1,2.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.8654,0.8654,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-02 21:00:00|7619.0,1,3.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.5769,0.5769,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 21:00:00|7600.0,1,0.25,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,1.1429,1.1429,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 21:00:00|7600.0,1,0.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.5714,0.5714,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 21:00:00|7600.0,1,0.75,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.381,0.381,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 21:00:00|7600.0,1,1.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.2857,0.2857,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 21:00:00|7600.0,1,1.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.1905,0.1905,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 21:00:00|7600.0,1,2.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.1429,0.1429,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 21:00:00|7600.0,1,3.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0952,0.0952,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,1,0.25,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,1.1429,1.1429,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,1,0.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.5714,0.5714,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,1,0.75,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.381,0.381,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,1,1.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.2857,0.2857,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,1,1.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.1905,0.1905,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,1,2.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.1429,0.1429,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,1,3.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0952,0.0952,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 10:30:00|7625.0,1,0.25,LONG_DOMINATES,LONG_DOMINATES,23.0769,23.0769,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 10:30:00|7625.0,1,0.5,LONG_DOMINATES,LONG_DOMINATES,11.5385,11.5385,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 10:30:00|7625.0,1,0.75,LONG_DOMINATES,LONG_DOMINATES,7.6923,7.6923,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 10:30:00|7625.0,1,1.0,LONG_DOMINATES,LONG_DOMINATES,5.7692,5.7692,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 10:30:00|7625.0,1,1.5,LONG_DOMINATES,LONG_DOMINATES,3.8462,3.8462,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 10:30:00|7625.0,1,2.0,LONG_DOMINATES,LONG_DOMINATES,2.8846,2.8846,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 10:30:00|7625.0,1,3.0,LONG_DOMINATES,LONG_DOMINATES,1.9231,1.9231,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 13:30:00|7634.0,1,0.25,LONG_DOMINATES,LONG_DOMINATES,23.0769,23.0769,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 13:30:00|7634.0,1,0.5,LONG_DOMINATES,LONG_DOMINATES,11.5385,11.5385,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 13:30:00|7634.0,1,0.75,LONG_DOMINATES,LONG_DOMINATES,7.6923,7.6923,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 13:30:00|7634.0,1,1.0,LONG_DOMINATES,LONG_DOMINATES,5.7692,5.7692,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 13:30:00|7634.0,1,1.5,LONG_DOMINATES,LONG_DOMINATES,3.8462,3.8462,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 13:30:00|7634.0,1,2.0,LONG_DOMINATES,LONG_DOMINATES,2.8846,2.8846,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 13:30:00|7634.0,1,3.0,LONG_DOMINATES,LONG_DOMINATES,1.9231,1.9231,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 09:00:00|7656.0,1,0.25,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 09:00:00|7656.0,1,0.5,LONG_DOMINATES,LONG_DOMINATES,1.6923,1.6923,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 09:00:00|7656.0,1,0.75,LONG_DOMINATES,LONG_DOMINATES,1.1282,1.1282,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 09:00:00|7656.0,1,1.0,LONG_DOMINATES,LONG_DOMINATES,0.8462,0.8462,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 09:00:00|7656.0,1,1.5,LONG_DOMINATES,LONG_DOMINATES,0.5641,0.5641,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 09:00:00|7656.0,1,2.0,LONG_DOMINATES,LONG_DOMINATES,0.4231,0.4231,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 09:00:00|7656.0,1,3.0,LONG_DOMINATES,LONG_DOMINATES,0.2821,0.2821,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 13:30:00|7654.0,1,0.25,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 13:30:00|7654.0,1,0.5,LONG_DOMINATES,LONG_DOMINATES,1.6923,1.6923,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 13:30:00|7654.0,1,0.75,LONG_DOMINATES,LONG_DOMINATES,1.1282,1.1282,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 13:30:00|7654.0,1,1.0,LONG_DOMINATES,LONG_DOMINATES,0.8462,0.8462,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 13:30:00|7654.0,1,1.5,LONG_DOMINATES,LONG_DOMINATES,0.5641,0.5641,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 13:30:00|7654.0,1,2.0,LONG_DOMINATES,LONG_DOMINATES,0.4231,0.4231,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 13:30:00|7654.0,1,3.0,LONG_DOMINATES,LONG_DOMINATES,0.2821,0.2821,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 10:30:00|7676.0,1,0.25,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 10:30:00|7676.0,1,0.5,LONG_DOMINATES,LONG_DOMINATES,1.6923,1.6923,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 10:30:00|7676.0,1,0.75,LONG_DOMINATES,LONG_DOMINATES,1.1282,1.1282,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 10:30:00|7676.0,1,1.0,LONG_DOMINATES,LONG_DOMINATES,0.8462,0.8462,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 10:30:00|7676.0,1,1.5,LONG_DOMINATES,LONG_DOMINATES,0.5641,0.5641,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 10:30:00|7676.0,1,2.0,LONG_DOMINATES,LONG_DOMINATES,0.4231,0.4231,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 10:30:00|7676.0,1,3.0,LONG_DOMINATES,LONG_DOMINATES,0.2821,0.2821,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 21:00:00|7639.0,1,0.25,LONG_DOMINATES,LONG_DOMINATES,1.9718,1.9718,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 21:00:00|7639.0,1,0.5,LONG_DOMINATES,LONG_DOMINATES,0.9859,0.9859,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 21:00:00|7639.0,1,0.75,LONG_DOMINATES,LONG_DOMINATES,0.6573,0.6573,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 21:00:00|7639.0,1,1.0,LONG_DOMINATES,LONG_DOMINATES,0.493,0.493,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 21:00:00|7639.0,1,1.5,LONG_DOMINATES,LONG_DOMINATES,0.3286,0.3286,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 21:00:00|7639.0,1,2.0,LONG_DOMINATES,LONG_DOMINATES,0.2465,0.2465,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-03 21:00:00|7639.0,1,3.0,LONG_DOMINATES,LONG_DOMINATES,0.1643,0.1643,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-03 21:00:00|7676.0,1,0.25,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-03 21:00:00|7676.0,1,0.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-03 21:00:00|7676.0,1,0.75,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-03 21:00:00|7676.0,1,1.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-03 21:00:00|7676.0,1,1.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-03 21:00:00|7676.0,1,2.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,2.5,2.5,True
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-03 21:00:00|7676.0,1,3.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,1.6667,1.6667,True
AG,AG|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2025-01-03 21:00:00|7676.0,1,0.25,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0,0.0,True
AG,AG|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2025-01-03 21:00:00|7676.0,1,0.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0,0.0,True
AG,AG|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2025-01-03 21:00:00|7676.0,1,0.75,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0,0.0,True
AG,AG|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2025-01-03 21:00:00|7676.0,1,1.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0,0.0,True
AG,AG|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2025-01-03 21:00:00|7676.0,1,1.5,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,0.0,0.0,True
AG,AG|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2025-01-03 21:00:00|7676.0,1,2.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,2.5,2.5,True
AG,AG|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2025-01-03 21:00:00|7676.0,1,3.0,NO_COMPARABLE_TARGET,NO_COMPARABLE_TARGET,,,1.6667,1.6667,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 09:00:00|7661.0,1,0.25,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 09:00:00|7661.0,1,0.5,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 09:00:00|7661.0,1,0.75,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 09:00:00|7661.0,1,1.0,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 09:00:00|7661.0,1,1.5,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 09:00:00|7661.0,1,2.0,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 09:00:00|7661.0,1,3.0,SHORT_DOMINATES,SHORT_DOMINATES,0.0,0.0,2.0513,2.0513,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 10:30:00|7652.0,1,0.25,SHORT_DOMINATES,SHORT_DOMINATES,0.0,0.0,5.8974,5.8974,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 10:30:00|7652.0,1,0.5,SHORT_DOMINATES,SHORT_DOMINATES,0.0,0.0,2.9487,2.9487,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 10:30:00|7652.0,1,0.75,SHORT_DOMINATES,SHORT_DOMINATES,0.0,0.0,1.9658,1.9658,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 10:30:00|7652.0,1,1.0,SHORT_DOMINATES,SHORT_DOMINATES,0.0,0.0,1.4744,1.4744,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 10:30:00|7652.0,1,1.5,SHORT_DOMINATES,SHORT_DOMINATES,0.0,0.0,0.9829,0.9829,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 10:30:00|7652.0,1,2.0,LONG_DOMINATES,LONG_DOMINATES,3.0769,3.0769,0.7372,0.7372,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-06 10:30:00|7652.0,1,3.0,LONG_DOMINATES,LONG_DOMINATES,2.0513,2.0513,0.4915,0.4915,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,2,0.25,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,2,0.5,LONG_DOMINATES,LONG_DOMINATES,11.6667,11.6667,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,2,0.75,LONG_DOMINATES,LONG_DOMINATES,7.7778,7.7778,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,2,1.0,LONG_DOMINATES,LONG_DOMINATES,5.8333,5.8333,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,2,1.5,LONG_DOMINATES,LONG_DOMINATES,3.8889,3.8889,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,2,2.0,LONG_DOMINATES,LONG_DOMINATES,2.9167,2.9167,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,2,3.0,LONG_DOMINATES,LONG_DOMINATES,1.9444,1.9444,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-01-03 21:00:00|7596.0,1,0.25,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-01-03 21:00:00|7596.0,1,0.5,LONG_DOMINATES,LONG_DOMINATES,11.6667,11.6667,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-01-03 21:00:00|7596.0,1,0.75,LONG_DOMINATES,LONG_DOMINATES,7.7778,7.7778,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-01-03 21:00:00|7596.0,1,1.0,LONG_DOMINATES,LONG_DOMINATES,5.8333,5.8333,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-01-03 21:00:00|7596.0,1,1.5,LONG_DOMINATES,LONG_DOMINATES,3.8889,3.8889,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-01-03 21:00:00|7596.0,1,2.0,LONG_DOMINATES,LONG_DOMINATES,2.9167,2.9167,0.0,0.0,True
AG,AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-01-03 21:00:00|7596.0,1,3.0,LONG_DOMINATES,LONG_DOMINATES,1.9444,1.9444,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 21:00:00|7614.0,1,0.25,TRADEOFF_OR_OVERLAP,TRADEOFF_OR_OVERLAP,0.0,0.0,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 21:00:00|7614.0,1,0.5,LONG_DOMINATES,LONG_DOMINATES,11.6667,11.6667,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 21:00:00|7614.0,1,0.75,LONG_DOMINATES,LONG_DOMINATES,7.7778,7.7778,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 21:00:00|7614.0,1,1.0,LONG_DOMINATES,LONG_DOMINATES,5.8333,5.8333,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 21:00:00|7614.0,1,1.5,LONG_DOMINATES,LONG_DOMINATES,3.8889,3.8889,0.0,0.0,True
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-03 21:00:00|7614.0,1,2.0,LONG_DOMINATES,LONG_DOMINATES,2.9167,2.9167,0.0,0.0,True
