datetime,datetime_ns,symbol,timeframe,open,high,low,close,volume,open_oi,close_oi,contract,adj_factor
2026-03-12 00:00:00,1773244800000000000,KQ.m@SHFE.ag,4h,21833.39,22071.19,21739.07,22071.19,64281.0,210689.0,207954.0,SHFE.ag2606,1.00337259
2026-03-12 08:00:00,1773273600000000000,KQ.m@SHFE.ag,4h,21994.93,22055.13,21702.95,21770.18,97316.0,207954.0,208160.0,SHFE.ag2606,1.00337259
2026-03-12 12:00:00,1773288000000000000,KQ.m@SHFE.ag,4h,21751.11,22222.7,21705.96,22136.41,63159.0,208160.0,206073.0,SHFE.ag2606,1.00337259
2026-03-12 20:00:00,1773316800000000000,KQ.m@SHFE.ag,4h,22389.26,22463.51,21646.76,21876.53,207171.0,206073.0,212950.0,SHFE.ag2606,1.00337259
2026-03-13 00:00:00,1773331200000000000,KQ.m@SHFE.ag,4h,21876.53,21959.81,21773.19,21779.21,62500.0,212950.0,211310.0,SHFE.ag2606,1.00337259
2026-03-13 08:00:00,1773360000000000000,KQ.m@SHFE.ag,4h,21831.38,21987.91,21573.51,21729.04,102979.0,211310.0,211445.0,SHFE.ag2606,1.00337259
2026-03-13 12:00:00,1773374400000000000,KQ.m@SHFE.ag,4h,21698.94,21698.94,20898.24,20993.56,147308.0,211445.0,212096.0,SHFE.ag2606,1.00337259
2026-03-13 20:00:00,1773403200000000000,KQ.m@SHFE.ag,4h,21501.27,21529.37,20518.97,20555.09,281152.0,212096.0,220284.0,SHFE.ag2606,1.00337259
2026-03-14 00:00:00,1773417600000000000,KQ.m@SHFE.ag,4h,20555.09,20830.01,20288.19,20751.75,152427.0,220284.0,216525.0,SHFE.ag2606,1.00337259
2026-03-16 08:00:00,1773619200000000000,KQ.m@SHFE.ag,4h,20830.01,20858.11,19866.78,20250.07,213975.0,216525.0,216531.0,SHFE.ag2606,1.00337259
2026-03-16 12:00:00,1773633600000000000,KQ.m@SHFE.ag,4h,20217.96,20494.89,20133.67,20369.47,76407.0,216531.0,216658.0,SHFE.ag2606,1.00337259
2026-03-16 20:00:00,1773662400000000000,KQ.m@SHFE.ag,4h,20458.77,20789.88,20248.06,20439.7,256733.0,216658.0,223387.0,SHFE.ag2606,1.00337259
2026-03-17 00:00:00,1773676800000000000,KQ.m@SHFE.ag,4h,20439.7,20623.32,20298.23,20597.23,82493.0,223387.0,221146.0,SHFE.ag2606,1.00337259
2026-03-17 08:00:00,1773705600000000000,KQ.m@SHFE.ag,4h,20458.77,20747.74,20309.26,20699.58,108725.0,221146.0,219869.0,SHFE.ag2606,1.00337259
2026-03-17 12:00:00,1773720000000000000,KQ.m@SHFE.ag,4h,20819.98,20850.08,20371.47,20376.49,102158.0,219869.0,218466.0,SHFE.ag2606,1.00337259
2026-03-17 20:00:00,1773748800000000000,KQ.m@SHFE.ag,4h,20389.53,20555.09,19816.61,20064.44,231472.0,218466.0,228083.0,SHFE.ag2606,1.00337259
2026-03-18 00:00:00,1773763200000000000,KQ.m@SHFE.ag,4h,20064.44,20225.98,19995.21,20155.75,74248.0,228083.0,225412.0,SHFE.ag2606,1.00337259
2026-03-18 08:00:00,1773792000000000000,KQ.m@SHFE.ag,4h,20129.66,20314.28,19648.04,19836.68,155439.0,225412.0,227856.0,SHFE.ag2606,1.00337259
2026-03-18 12:00:00,1773806400000000000,KQ.m@SHFE.ag,4h,19924.97,20159.76,19780.49,20047.38,91703.0,227856.0,225308.0,SHFE.ag2606,1.00337259
2026-03-18 20:00:00,1773835200000000000,KQ.m@SHFE.ag,4h,19483.49,19515.6,18863.4,19153.38,305210.0,225308.0,228667.0,SHFE.ag2606,1.00337259
2026-03-19 00:00:00,1773849600000000000,KQ.m@SHFE.ag,4h,19153.38,19415.26,19130.3,19234.65,77933.0,228667.0,225525.0,SHFE.ag2606,1.00337259
2026-03-19 08:00:00,1773878400000000000,KQ.m@SHFE.ag,4h,19132.31,19214.59,18868.42,18998.86,135206.0,225525.0,226495.0,SHFE.ag2606,1.00337259
2026-03-19 12:00:00,1773892800000000000,KQ.m@SHFE.ag,4h,18913.57,18945.68,17760.7,18044.65,255758.0,226495.0,227107.0,SHFE.ag2606,1.00337259
2026-03-19 20:00:00,1773921600000000000,KQ.m@SHFE.ag,4h,16774.38,17622.23,16154.3,17448.65,583025.0,227107.0,228998.0,SHFE.ag2606,1.00337259
2026-03-20 00:00:00,1773936000000000000,KQ.m@SHFE.ag,4h,17448.65,17779.76,17341.29,17719.56,133425.0,228998.0,225424.0,SHFE.ag2606,1.00337259
2026-03-20 08:00:00,1773964800000000000,KQ.m@SHFE.ag,4h,17950.34,18660.72,17823.91,18555.37,219019.0,225424.0,223628.0,SHFE.ag2606,1.00337259
2026-03-20 12:00:00,1773979200000000000,KQ.m@SHFE.ag,4h,18399.85,18450.02,17579.09,17684.44,198768.0,223628.0,219146.0,SHFE.ag2606,1.00337259
2026-03-20 20:00:00,1774008000000000000,KQ.m@SHFE.ag,4h,17743.64,17959.37,16980.07,17228.91,480044.0,219146.0,231211.0,SHFE.ag2606,1.00337259
2026-03-21 00:00:00,1774022400000000000,KQ.m@SHFE.ag,4h,17228.91,17457.68,17127.57,17196.8,148056.0,231211.0,225148.0,SHFE.ag2606,1.00337259
2026-03-23 08:00:00,1774224000000000000,KQ.m@SHFE.ag,4h,16550.63,16935.93,15928.54,16047.94,343374.0,225148.0,229881.0,SHFE.ag2606,1.00337259
2026-03-23 12:00:00,1774238400000000000,KQ.m@SHFE.ag,4h,16204.47,16229.55,15120.82,15462.97,287850.0,229881.0,222721.0,SHFE.ag2606,1.00337259
2026-03-23 20:00:00,1774267200000000000,KQ.m@SHFE.ag,4h,17057.33,17577.08,16557.65,16843.62,630195.0,222721.0,219894.0,SHFE.ag2606,1.00337259
2026-03-24 00:00:00,1774281600000000000,KQ.m@SHFE.ag,4h,16843.62,17312.19,16833.58,17304.16,192165.0,219894.0,213292.0,SHFE.ag2606,1.00337259
2026-03-24 08:00:00,1774310400000000000,KQ.m@SHFE.ag,4h,16887.76,17007.17,16495.45,16766.36,248029.0,213292.0,212206.0,SHFE.ag2606,1.00337259
2026-03-24 12:00:00,1774324800000000000,KQ.m@SHFE.ag,4h,16535.58,17262.02,16455.31,17142.62,177504.0,212206.0,211635.0,SHFE.ag2606,1.00337259
2026-03-24 20:00:00,1774353600000000000,KQ.m@SHFE.ag,4h,16944.96,17508.85,16787.43,17294.13,407945.0,211635.0,222508.0,SHFE.ag2606,1.00337259
2026-03-25 00:00:00,1774368000000000000,KQ.m@SHFE.ag,4h,17294.13,17418.55,17158.67,17303.16,134793.0,222508.0,216676.0,SHFE.ag2606,1.00337259
2026-03-25 08:00:00,1774396800000000000,KQ.m@SHFE.ag,4h,18098.83,18642.66,18098.83,18251.35,286965.0,216676.0,217183.0,SHFE.ag2606,1.00337259
2026-03-25 12:00:00,1774411200000000000,KQ.m@SHFE.ag,4h,18176.09,18274.42,18012.54,18172.08,138225.0,217183.0,214737.0,SHFE.ag2606,1.00337259
2026-03-25 20:00:00,1774440000000000000,KQ.m@SHFE.ag,4h,18137.97,18308.54,17902.17,18100.84,305997.0,214737.0,222143.0,SHFE.ag2606,1.00337259
2026-03-26 00:00:00,1774454400000000000,KQ.m@SHFE.ag,4h,18100.84,18186.13,18033.62,18060.71,79980.0,222143.0,219290.0,SHFE.ag2606,1.00337259
2026-03-26 08:00:00,1774483200000000000,KQ.m@SHFE.ag,4h,18005.52,18056.69,17725.58,17876.09,190396.0,219290.0,222810.0,SHFE.ag2606,1.00337259
2026-03-26 12:00:00,1774497600000000000,KQ.m@SHFE.ag,4h,17709.53,17787.79,17289.11,17530.93,198745.0,222810.0,219990.0,SHFE.ag2606,1.00337259
2026-03-26 20:00:00,1774526400000000000,KQ.m@SHFE.ag,4h,16992.11,17534.94,16928.9,17256.0,344548.0,219990.0,230769.0,SHFE.ag2606,1.00337259
2026-03-27 00:00:00,1774540800000000000,KQ.m@SHFE.ag,4h,17256.0,17258.01,16864.69,16897.8,195663.0,230769.0,226524.0,SHFE.ag2606,1.00337259
2026-03-27 08:00:00,1774569600000000000,KQ.m@SHFE.ag,4h,16978.07,17417.54,16948.97,17400.49,175629.0,226524.0,226806.0,SHFE.ag2606,1.00337259
2026-03-27 12:00:00,1774584000000000000,KQ.m@SHFE.ag,4h,17501.83,17739.63,17417.54,17547.98,157730.0,226806.0,225682.0,SHFE.ag2606,1.00337259
2026-03-27 20:00:00,1774612800000000000,KQ.m@SHFE.ag,4h,17145.63,18030.61,17007.17,17835.95,524523.0,225682.0,241652.0,SHFE.ag2606,1.00337259
2026-03-28 00:00:00,1774627200000000000,KQ.m@SHFE.ag,4h,17835.95,17899.16,17574.07,17822.91,197839.0,241652.0,234379.0,SHFE.ag2606,1.00337259
2026-03-30 08:00:00,1774828800000000000,KQ.m@SHFE.ag,4h,17356.34,17817.89,17316.2,17710.53,231130.0,234379.0,235541.0,SHFE.ag2606,1.00337259
2026-03-30 12:00:00,1774843200000000000,KQ.m@SHFE.ag,4h,17758.69,17897.16,17685.45,17766.72,106812.0,235541.0,233885.0,SHFE.ag2606,1.00337259
2026-03-30 20:00:00,1774872000000000000,KQ.m@SHFE.ag,4h,18009.53,18170.07,17666.38,17926.25,334802.0,233885.0,244037.0,SHFE.ag2606,1.00337259
2026-03-31 00:00:00,1774886400000000000,KQ.m@SHFE.ag,4h,17926.25,17944.32,17737.62,17738.62,101222.0,244037.0,240833.0,SHFE.ag2606,1.00337259
2026-03-31 08:00:00,1774915200000000000,KQ.m@SHFE.ag,4h,17864.05,18661.73,17864.05,18251.35,337307.0,240833.0,243592.0,SHFE.ag2606,1.00337259
2026-03-31 12:00:00,1774929600000000000,KQ.m@SHFE.ag,4h,18246.33,18369.75,18125.93,18187.13,108544.0,243592.0,241055.0,SHFE.ag2606,1.00337259
2026-03-31 20:00:00,1774958400000000000,KQ.m@SHFE.ag,4h,18361.72,18743.0,18270.41,18581.46,380282.0,241055.0,254308.0,SHFE.ag2606,1.00337259
2026-04-01 00:00:00,1774972800000000000,KQ.m@SHFE.ag,4h,18581.46,19059.06,18569.42,19017.92,184893.0,254308.0,253310.0,SHFE.ag2606,1.00337259
2026-04-01 08:00:00,1775001600000000000,KQ.m@SHFE.ag,4h,19063.08,19224.62,18686.81,18762.06,228222.0,253310.0,250849.0,SHFE.ag2606,1.00337259
2026-04-01 12:00:00,1775016000000000000,KQ.m@SHFE.ag,4h,18843.34,18991.84,18628.62,18981.8,134800.0,250849.0,248865.0,SHFE.ag2606,1.00337259
2026-04-01 20:00:00,1775044800000000000,KQ.m@SHFE.ag,4h,18807.22,19051.04,18662.73,18980.8,301674.0,248865.0,257140.0,SHFE.ag2606,1.00337259
2026-04-02 00:00:00,1775059200000000000,KQ.m@SHFE.ag,4h,18980.8,19052.04,18846.35,18858.39,108135.0,257140.0,251557.0,SHFE.ag2606,1.00337259
2026-04-02 08:00:00,1775088000000000000,KQ.m@SHFE.ag,4h,18944.68,18959.73,17878.09,18100.84,395386.0,251557.0,243872.0,SHFE.ag2606,1.00337259
2026-04-02 12:00:00,1775102400000000000,KQ.m@SHFE.ag,4h,18010.54,18010.54,17388.45,17680.43,215916.0,243872.0,237740.0,SHFE.ag2606,1.00337259
2026-04-02 20:00:00,1775131200000000000,KQ.m@SHFE.ag,4h,17542.97,18238.3,17316.2,17977.43,464193.0,237740.0,243090.0,SHFE.ag2606,1.00337259
2026-04-03 00:00:00,1775145600000000000,KQ.m@SHFE.ag,4h,17977.43,18149.0,17925.25,18070.74,124839.0,243090.0,237882.0,SHFE.ag2606,1.00337259
2026-04-03 08:00:00,1775174400000000000,KQ.m@SHFE.ag,4h,18108.87,18391.82,17940.3,17957.36,181659.0,237882.0,237019.0,SHFE.ag2606,1.00337259
2026-04-03 12:00:00,1775188800000000000,KQ.m@SHFE.ag,4h,17946.32,18011.54,17783.78,17903.18,106560.0,237019.0,229939.0,SHFE.ag2606,1.00337259
2026-04-07 08:00:00,1775520000000000000,KQ.m@SHFE.ag,4h,17980.44,18246.33,17784.78,18003.51,212595.0,229939.0,232791.0,SHFE.ag2606,1.00337259
2026-04-07 12:00:00,1775534400000000000,KQ.m@SHFE.ag,4h,17985.45,18056.69,17885.12,17968.4,90297.0,232791.0,231562.0,SHFE.ag2606,1.00337259
2026-04-07 20:00:00,1775563200000000000,KQ.m@SHFE.ag,4h,17830.93,18021.58,17358.35,17740.63,354353.0,231562.0,237722.0,SHFE.ag2606,1.00337259
2026-04-08 00:00:00,1775577600000000000,KQ.m@SHFE.ag,4h,17740.63,17892.14,17691.47,17818.89,91652.0,237722.0,232211.0,SHFE.ag2606,1.00337259
2026-04-08 08:00:00,1775606400000000000,KQ.m@SHFE.ag,4h,18914.58,19042.01,18763.07,18848.35,190087.0,232211.0,232271.0,SHFE.ag2606,1.00337259
2026-04-08 12:00:00,1775620800000000000,KQ.m@SHFE.ag,4h,18993.84,19135.32,18926.62,19052.04,121885.0,232271.0,235643.0,SHFE.ag2606,1.00337259
2026-04-08 20:00:00,1775649600000000000,KQ.m@SHFE.ag,4h,19124.28,19151.37,18582.46,18721.93,317347.0,235643.0,242984.0,SHFE.ag2606,1.00337259
2026-04-09 00:00:00,1775664000000000000,KQ.m@SHFE.ag,4h,18721.93,18784.14,18415.9,18476.1,102267.0,242984.0,236698.0,SHFE.ag2606,1.00337259
2026-04-09 08:00:00,1775692800000000000,KQ.m@SHFE.ag,4h,18272.42,18436.97,18065.72,18338.64,187856.0,236698.0,236763.0,SHFE.ag2606,1.00337259
2026-04-09 12:00:00,1775707200000000000,KQ.m@SHFE.ag,4h,18373.76,18380.78,18245.33,18286.47,66820.0,236763.0,234474.0,SHFE.ag2606,1.00337259
2026-04-09 20:00:00,1775736000000000000,KQ.m@SHFE.ag,4h,18411.89,18806.21,18361.72,18754.04,315527.0,234474.0,244318.0,SHFE.ag2606,1.00337259
2026-04-10 00:00:00,1775750400000000000,KQ.m@SHFE.ag,4h,18754.04,18931.63,18720.93,18842.33,139320.0,244318.0,241212.0,SHFE.ag2606,1.00337259
2026-04-10 08:00:00,1775779200000000000,KQ.m@SHFE.ag,4h,18683.8,18820.26,18516.24,18685.81,145911.0,241212.0,238921.0,SHFE.ag2606,1.00337259
2026-04-10 12:00:00,1775793600000000000,KQ.m@SHFE.ag,4h,18727.95,18801.2,18620.59,18645.67,82238.0,238921.0,237225.0,SHFE.ag2606,1.00337259
2026-04-10 20:00:00,1775822400000000000,KQ.m@SHFE.ag,4h,18786.15,19001.87,18730.96,18824.27,290499.0,237225.0,246559.0,SHFE.ag2606,1.00337259
2026-04-11 00:00:00,1775836800000000000,KQ.m@SHFE.ag,4h,18824.27,18952.7,18770.09,18943.67,103766.0,246559.0,240855.0,SHFE.ag2606,1.00337259
2026-04-13 08:00:00,1776038400000000000,KQ.m@SHFE.ag,4h,18542.33,18561.39,18374.76,18423.93,162138.0,240855.0,241217.0,SHFE.ag2606,1.00337259
2026-04-13 12:00:00,1776052800000000000,KQ.m@SHFE.ag,4h,18435.97,18536.31,18409.88,18491.15,60414.0,241217.0,236494.0,SHFE.ag2606,1.00337259
2026-04-13 20:00:00,1776081600000000000,KQ.m@SHFE.ag,4h,18388.81,18512.22,18322.59,18438.98,230935.0,236494.0,245837.0,SHFE.ag2606,1.00337259
2026-04-14 00:00:00,1776096000000000000,KQ.m@SHFE.ag,4h,18438.98,18879.46,18425.93,18694.84,154036.0,245837.0,241759.0,SHFE.ag2606,1.00337259
2026-04-14 08:00:00,1776124800000000000,KQ.m@SHFE.ag,4h,18897.52,19044.01,18836.31,18993.84,150126.0,241759.0,244629.0,SHFE.ag2606,1.00337259
2026-04-14 12:00:00,1776139200000000000,KQ.m@SHFE.ag,4h,19033.98,19291.84,18905.55,19274.79,106429.0,244629.0,248842.0,SHFE.ag2606,1.00337259
2026-04-14 20:00:00,1776168000000000000,KQ.m@SHFE.ag,4h,19244.69,19757.41,19224.62,19692.19,353924.0,248842.0,267392.0,SHFE.ag2606,1.00337259
2026-04-15 00:00:00,1776182400000000000,KQ.m@SHFE.ag,4h,19692.19,19832.66,19674.13,19726.31,116148.0,267392.0,263097.0,SHFE.ag2606,1.00337259
2026-04-15 08:00:00,1776211200000000000,KQ.m@SHFE.ag,4h,19816.61,20180.83,19736.34,19836.68,263633.0,263097.0,261227.0,SHFE.ag2606,1.00337259
2026-04-15 12:00:00,1776225600000000000,KQ.m@SHFE.ag,4h,19786.51,19786.51,19595.87,19624.96,111210.0,261227.0,256167.0,SHFE.ag2606,1.00337259
2026-04-15 20:00:00,1776254400000000000,KQ.m@SHFE.ag,4h,19535.66,20012.27,19518.61,19764.43,337765.0,256167.0,264687.0,SHFE.ag2606,1.00337259
2026-04-16 00:00:00,1776268800000000000,KQ.m@SHFE.ag,4h,19764.43,19854.74,19672.12,19730.32,105957.0,264687.0,260679.0,SHFE.ag2606,1.00337259
2026-04-16 08:00:00,1776297600000000000,KQ.m@SHFE.ag,4h,19926.98,20085.51,19859.75,19995.21,165821.0,260679.0,262380.0,SHFE.ag2606,1.00337259
2026-04-16 12:00:00,1776312000000000000,KQ.m@SHFE.ag,4h,20054.41,20117.62,19957.08,19992.2,83611.0,262380.0,262487.0,SHFE.ag2606,1.00337259
2026-04-16 20:00:00,1776340800000000000,KQ.m@SHFE.ag,4h,19770.45,19915.94,19488.51,19709.25,350282.0,262487.0,266898.0,SHFE.ag2606,1.00337259
2026-04-17 00:00:00,1776355200000000000,KQ.m@SHFE.ag,4h,19709.25,19738.35,19552.72,19589.85,84607.0,266898.0,263436.0,SHFE.ag2606,1.00337259
2026-04-17 08:00:00,1776384000000000000,KQ.m@SHFE.ag,4h,19676.14,19732.33,19415.26,19688.18,162987.0,263436.0,260160.0,SHFE.ag2606,1.00337259
2026-04-17 12:00:00,1776398400000000000,KQ.m@SHFE.ag,4h,19725.3,19761.42,19585.83,19636.0,78902.0,260160.0,255911.0,SHFE.ag2606,1.00337259
2026-04-17 20:00:00,1776427200000000000,KQ.m@SHFE.ag,4h,20366.46,20628.34,20178.83,20480.84,405838.0,255911.0,266818.0,SHFE.ag2606,1.00337259
2026-04-18 00:00:00,1776441600000000000,KQ.m@SHFE.ag,4h,20480.84,20548.07,20280.17,20391.54,110533.0,266818.0,258691.0,SHFE.ag2606,1.00337259
2026-04-20 08:00:00,1776643200000000000,KQ.m@SHFE.ag,4h,19978.15,20176.82,19904.91,20018.29,160892.0,258691.0,255941.0,SHFE.ag2606,1.00337259
2026-04-20 12:00:00,1776657600000000000,KQ.m@SHFE.ag,4h,19896.88,19987.18,19790.52,19919.96,89355.0,255941.0,253248.0,SHFE.ag2606,1.00337259
2026-04-20 20:00:00,1776686400000000000,KQ.m@SHFE.ag,4h,19912.93,20100.56,19886.84,19986.18,227639.0,253248.0,262374.0,SHFE.ag2606,1.00337259
2026-04-21 00:00:00,1776700800000000000,KQ.m@SHFE.ag,4h,19986.18,20042.37,19948.05,19992.2,52785.0,262374.0,259520.0,SHFE.ag2606,1.00337259
2026-04-21 08:00:00,1776729600000000000,KQ.m@SHFE.ag,4h,20024.31,20033.34,19603.89,19730.32,142323.0,259520.0,259962.0,SHFE.ag2606,1.00337259
2026-04-21 12:00:00,1776744000000000000,KQ.m@SHFE.ag,4h,19736.34,19836.68,19670.12,19719.28,87104.0,259962.0,257391.0,SHFE.ag2606,1.00337259
2026-04-21 20:00:00,1776772800000000000,KQ.m@SHFE.ag,4h,19684.16,19726.31,19191.51,19283.82,339633.0,257391.0,264914.0,SHFE.ag2606,1.00337259
2026-04-22 00:00:00,1776787200000000000,KQ.m@SHFE.ag,4h,19283.82,19331.98,19064.08,19166.42,133689.0,264914.0,260175.0,SHFE.ag2606,1.00337259
2026-04-22 08:00:00,1776816000000000000,KQ.m@SHFE.ag,4h,19352.05,19553.73,19349.04,19529.64,118259.0,260175.0,256470.0,SHFE.ag2606,1.00337259
2026-04-22 12:00:00,1776830400000000000,KQ.m@SHFE.ag,4h,19576.8,19669.11,19553.73,19652.06,71981.0,256470.0,254001.0,SHFE.ag2606,1.00337259
2026-04-22 20:00:00,1776859200000000000,KQ.m@SHFE.ag,4h,19465.43,19636.0,19386.16,19518.61,234146.0,254001.0,259452.0,SHFE.ag2606,1.00337259
2026-04-23 00:00:00,1776873600000000000,KQ.m@SHFE.ag,4h,19518.61,19585.83,19477.47,19536.67,56596.0,259452.0,256905.0,SHFE.ag2606,1.00337259
2026-04-23 08:00:00,1776902400000000000,KQ.m@SHFE.ag,4h,19602.89,19678.14,18905.55,18934.64,248879.0,256905.0,253966.0,SHFE.ag2606,1.00337259
2026-04-23 12:00:00,1776916800000000000,KQ.m@SHFE.ag,4h,18995.85,19084.15,18899.53,19030.97,98710.0,253966.0,247550.0,SHFE.ag2606,1.00337259
2026-04-23 20:00:00,1776945600000000000,KQ.m@SHFE.ag,4h,19176.46,19219.6,18893.51,19036.99,293069.0,247550.0,235720.0,SHFE.ag2606,1.00337259
2026-04-24 00:00:00,1776960000000000000,KQ.m@SHFE.ag,4h,19036.99,19114.25,18694.84,19029.96,141840.0,235720.0,230013.0,SHFE.ag2606,1.00337259
2026-04-24 08:00:00,1776988800000000000,KQ.m@SHFE.ag,4h,19003.88,19024.95,18682.8,18745.01,143602.0,230013.0,227157.0,SHFE.ag2606,1.00337259
2026-04-24 12:00:00,1777003200000000000,KQ.m@SHFE.ag,4h,18761.06,18828.29,18394.83,18504.2,135655.0,227157.0,222500.0,SHFE.ag2606,1.00337259
2026-04-24 20:00:00,1777032000000000000,KQ.m@SHFE.ag,4h,18714.91,19057.06,18652.7,18998.86,279111.0,222500.0,222127.0,SHFE.ag2606,1.00337259
2026-04-25 00:00:00,1777046400000000000,KQ.m@SHFE.ag,4h,18998.86,19035.98,18923.61,18956.72,90389.0,222127.0,217137.0,SHFE.ag2606,1.00337259
2026-04-27 08:00:00,1777248000000000000,KQ.m@SHFE.ag,4h,18832.3,18935.65,18694.84,18888.49,143227.0,217137.0,212064.0,SHFE.ag2606,1.00337259
2026-04-27 12:00:00,1777262400000000000,KQ.m@SHFE.ag,4h,18888.49,18943.67,18784.14,18883.47,64703.0,212064.0,208635.0,SHFE.ag2606,1.00337259
2026-04-27 20:00:00,1777291200000000000,KQ.m@SHFE.ag,4h,18814.24,18836.31,18573.43,18635.64,209981.0,208635.0,210372.0,SHFE.ag2606,1.00337259
2026-04-28 00:00:00,1777305600000000000,KQ.m@SHFE.ag,4h,18635.64,18743.0,18607.54,18726.95,53707.0,210372.0,205828.0,SHFE.ag2606,1.00337259
2026-04-28 08:00:00,1777334400000000000,KQ.m@SHFE.ag,4h,18785.14,18813.24,18427.94,18548.35,146174.0,205828.0,202876.0,SHFE.ag2606,1.00337259
2026-04-28 12:00:00,1777348800000000000,KQ.m@SHFE.ag,4h,18442.99,18442.99,18011.54,18128.94,166701.0,202876.0,198465.0,SHFE.ag2606,1.00337259
2026-04-28 20:00:00,1777377600000000000,KQ.m@SHFE.ag,4h,18176.09,18185.12,17850.0,18038.63,251772.0,198465.0,202559.0,SHFE.ag2606,1.00337259
2026-04-29 00:00:00,1777392000000000000,KQ.m@SHFE.ag,4h,18038.63,18140.98,17991.47,18081.78,60673.0,202559.0,197202.0,SHFE.ag2606,1.00337259
2026-04-29 08:00:00,1777420800000000000,KQ.m@SHFE.ag,4h,18060.71,18257.37,17973.41,18245.33,112736.0,197202.0,193133.0,SHFE.ag2606,1.00337259
2026-04-29 12:00:00,1777435200000000000,KQ.m@SHFE.ag,4h,18241.31,18302.52,18133.95,18160.04,66665.0,193133.0,189356.0,SHFE.ag2606,1.00337259
2026-04-29 20:00:00,1777464000000000000,KQ.m@SHFE.ag,4h,17862.04,17951.34,17663.37,17737.62,249338.0,189356.0,193195.0,SHFE.ag2606,1.00337259
2026-04-30 00:00:00,1777478400000000000,KQ.m@SHFE.ag,4h,17737.62,17804.85,17613.2,17681.43,75543.0,193195.0,190067.0,SHFE.ag2606,1.00337259
2026-04-30 08:00:00,1777507200000000000,KQ.m@SHFE.ag,4h,17824.91,18149.0,17824.91,17995.49,144580.0,190067.0,182900.0,SHFE.ag2606,1.00337259
2026-04-30 12:00:00,1777521600000000000,KQ.m@SHFE.ag,4h,17935.29,18200.18,17901.17,18196.16,76528.0,182900.0,176377.0,SHFE.ag2606,1.00337259
2026-05-06 08:00:00,1778025600000000000,KQ.m@SHFE.ag,4h,18491.15,18851.36,18411.89,18789.16,145059.0,176377.0,181315.0,SHFE.ag2606,1.00337259
