datetime,datetime_ns,symbol,timeframe,open,high,low,close,volume,open_oi,close_oi,contract,adj_factor
2025-10-16 01:15:00,1760548500000000000,KQ.m@SHFE.ag,15m,11691.84,11716.37,11684.98,11699.69,24790.0,493151.0,492008.0,SHFE.ag2512,0.98085936
2025-10-16 01:30:00,1760549400000000000,KQ.m@SHFE.ag,15m,11699.69,11735.98,11694.79,11734.02,16811.0,492008.0,491072.0,SHFE.ag2512,0.98085936
2025-10-16 01:45:00,1760550300000000000,KQ.m@SHFE.ag,15m,11734.02,11826.22,11729.12,11825.24,44477.0,491072.0,492446.0,SHFE.ag2512,0.98085936
2025-10-16 02:00:00,1760551200000000000,KQ.m@SHFE.ag,15m,11825.24,11929.21,11792.87,11904.69,71908.0,492446.0,496029.0,SHFE.ag2512,0.98085936
2025-10-16 02:15:00,1760552100000000000,KQ.m@SHFE.ag,15m,11904.69,11931.17,11879.19,11905.67,35754.0,496029.0,492628.0,SHFE.ag2512,0.98085936
2025-10-16 09:00:00,1760576400000000000,KQ.m@SHFE.ag,15m,11913.52,11952.75,11871.34,11935.1,102055.0,492628.0,498295.0,SHFE.ag2512,0.98085936
2025-10-16 09:15:00,1760577300000000000,KQ.m@SHFE.ag,15m,11935.1,11946.87,11918.42,11924.31,36641.0,498295.0,499332.0,SHFE.ag2512,0.98085936
2025-10-16 09:30:00,1760578200000000000,KQ.m@SHFE.ag,15m,11924.31,11950.79,11915.48,11932.15,37847.0,499332.0,500005.0,SHFE.ag2512,0.98085936
2025-10-16 09:45:00,1760579100000000000,KQ.m@SHFE.ag,15m,11932.15,11932.15,11882.13,11917.44,41116.0,500005.0,498969.0,SHFE.ag2512,0.98085936
2025-10-16 10:00:00,1760580000000000000,KQ.m@SHFE.ag,15m,11917.44,11994.93,11913.52,11988.06,56895.0,498969.0,502285.0,SHFE.ag2512,0.98085936
2025-10-16 10:30:00,1760581800000000000,KQ.m@SHFE.ag,15m,11983.16,12008.66,11946.87,12001.8,47261.0,502285.0,502607.0,SHFE.ag2512,0.98085936
2025-10-16 10:45:00,1760582700000000000,KQ.m@SHFE.ag,15m,12001.8,12060.65,11997.87,12049.86,55935.0,502607.0,503908.0,SHFE.ag2512,0.98085936
2025-10-16 11:00:00,1760583600000000000,KQ.m@SHFE.ag,15m,12049.86,12059.67,12004.74,12020.43,43570.0,503908.0,501139.0,SHFE.ag2512,0.98085936
2025-10-16 11:15:00,1760584500000000000,KQ.m@SHFE.ag,15m,12020.43,12037.11,11956.68,11964.52,60888.0,501139.0,495221.0,SHFE.ag2512,0.98085936
2025-10-16 13:30:00,1760592600000000000,KQ.m@SHFE.ag,15m,11864.47,11864.47,11667.32,11698.71,235392.0,495221.0,484875.0,SHFE.ag2512,0.98085936
2025-10-16 13:45:00,1760593500000000000,KQ.m@SHFE.ag,15m,11698.71,11698.71,11608.47,11627.11,136432.0,484875.0,482739.0,SHFE.ag2512,0.98085936
2025-10-16 14:00:00,1760594400000000000,KQ.m@SHFE.ag,15m,11627.11,11751.68,11623.18,11740.89,93546.0,482739.0,480310.0,SHFE.ag2512,0.98085936
2025-10-16 14:15:00,1760595300000000000,KQ.m@SHFE.ag,15m,11740.89,11802.68,11735.98,11794.83,71126.0,480310.0,478494.0,SHFE.ag2512,0.98085936
2025-10-16 14:30:00,1760596200000000000,KQ.m@SHFE.ag,15m,11794.83,11814.45,11776.2,11786.01,47399.0,478494.0,475764.0,SHFE.ag2512,0.98085936
2025-10-16 14:45:00,1760597100000000000,KQ.m@SHFE.ag,15m,11786.01,11797.78,11760.5,11786.99,51421.0,475764.0,468355.0,SHFE.ag2512,0.98085936
2025-10-16 21:00:00,1760619600000000000,KQ.m@SHFE.ag,15m,11792.87,11866.44,11792.87,11813.47,101957.0,468355.0,473883.0,SHFE.ag2512,0.98085936
2025-10-16 21:15:00,1760620500000000000,KQ.m@SHFE.ag,15m,11813.47,11879.19,11807.58,11842.9,74020.0,473883.0,475861.0,SHFE.ag2512,0.98085936
2025-10-16 21:30:00,1760621400000000000,KQ.m@SHFE.ag,15m,11842.9,11889.98,11818.37,11880.17,73280.0,475861.0,478706.0,SHFE.ag2512,0.98085936
2025-10-16 21:45:00,1760622300000000000,KQ.m@SHFE.ag,15m,11880.17,11943.92,11857.61,11928.23,87280.0,478706.0,481992.0,SHFE.ag2512,0.98085936
2025-10-16 22:00:00,1760623200000000000,KQ.m@SHFE.ag,15m,11928.23,11992.97,11914.5,11990.02,84795.0,481992.0,483822.0,SHFE.ag2512,0.98085936
2025-10-16 22:15:00,1760624100000000000,KQ.m@SHFE.ag,15m,11990.02,12031.22,11960.6,12027.3,82628.0,483822.0,486896.0,SHFE.ag2512,0.98085936
2025-10-16 22:30:00,1760625000000000000,KQ.m@SHFE.ag,15m,12027.3,12052.8,11999.83,12018.47,94877.0,486896.0,492132.0,SHFE.ag2512,0.98085936
2025-10-16 22:45:00,1760625900000000000,KQ.m@SHFE.ag,15m,12018.47,12028.28,11972.37,12016.51,85068.0,492132.0,493102.0,SHFE.ag2512,0.98085936
2025-10-16 23:00:00,1760626800000000000,KQ.m@SHFE.ag,15m,12016.51,12087.13,12009.64,12063.59,80123.0,493102.0,498155.0,SHFE.ag2512,0.98085936
2025-10-16 23:15:00,1760627700000000000,KQ.m@SHFE.ag,15m,12063.59,12082.23,12041.03,12067.51,54601.0,498155.0,502478.0,SHFE.ag2512,0.98085936
2025-10-16 23:30:00,1760628600000000000,KQ.m@SHFE.ag,15m,12067.51,12074.38,12007.68,12043.97,56048.0,502478.0,501739.0,SHFE.ag2512,0.98085936
2025-10-16 23:45:00,1760629500000000000,KQ.m@SHFE.ag,15m,12043.97,12098.9,12025.34,12052.8,63200.0,501739.0,499501.0,SHFE.ag2512,0.98085936
2025-10-17 00:00:00,1760630400000000000,KQ.m@SHFE.ag,15m,12052.8,12086.15,12037.11,12081.24,45756.0,499501.0,502683.0,SHFE.ag2512,0.98085936
2025-10-17 00:15:00,1760631300000000000,KQ.m@SHFE.ag,15m,12081.24,12129.31,12081.24,12107.73,62193.0,502683.0,505114.0,SHFE.ag2512,0.98085936
2025-10-17 00:30:00,1760632200000000000,KQ.m@SHFE.ag,15m,12107.73,12112.63,11905.67,11949.81,178588.0,505114.0,488234.0,SHFE.ag2512,0.98085936
2025-10-17 00:45:00,1760633100000000000,KQ.m@SHFE.ag,15m,11949.81,12042.01,11940.98,12037.11,93559.0,488234.0,488596.0,SHFE.ag2512,0.98085936
2025-10-17 01:00:00,1760634000000000000,KQ.m@SHFE.ag,15m,12037.11,12042.99,12002.78,12033.18,40323.0,488596.0,488905.0,SHFE.ag2512,0.98085936
2025-10-17 01:15:00,1760634900000000000,KQ.m@SHFE.ag,15m,12033.18,12080.26,12032.2,12063.59,47551.0,488905.0,488061.0,SHFE.ag2512,0.98085936
2025-10-17 01:30:00,1760635800000000000,KQ.m@SHFE.ag,15m,12063.59,12108.71,12052.8,12067.51,39423.0,488061.0,489130.0,SHFE.ag2512,0.98085936
2025-10-17 01:45:00,1760636700000000000,KQ.m@SHFE.ag,15m,12067.51,12078.3,12029.26,12063.59,29932.0,489130.0,487098.0,SHFE.ag2512,0.98085936
2025-10-17 02:00:00,1760637600000000000,KQ.m@SHFE.ag,15m,12063.59,12068.49,11992.97,12006.7,37691.0,487098.0,484453.0,SHFE.ag2512,0.98085936
2025-10-17 02:15:00,1760638500000000000,KQ.m@SHFE.ag,15m,12006.7,12023.37,11948.83,11974.33,67724.0,484453.0,477002.0,SHFE.ag2512,0.98085936
2025-10-17 09:00:00,1760662800000000000,KQ.m@SHFE.ag,15m,12069.47,12069.47,11957.66,12004.74,146341.0,477002.0,482319.0,SHFE.ag2512,0.98085936
2025-10-17 09:15:00,1760663700000000000,KQ.m@SHFE.ag,15m,12004.74,12009.64,11933.13,11990.02,104342.0,482319.0,486114.0,SHFE.ag2512,0.98085936
2025-10-17 09:30:00,1760664600000000000,KQ.m@SHFE.ag,15m,11990.02,12006.7,11887.03,11916.46,94962.0,486114.0,484220.0,SHFE.ag2512,0.98085936
2025-10-17 09:45:00,1760665500000000000,KQ.m@SHFE.ag,15m,11916.46,11974.33,11886.05,11962.56,77730.0,484220.0,483653.0,SHFE.ag2512,0.98085936
2025-10-17 10:00:00,1760666400000000000,KQ.m@SHFE.ag,15m,11962.56,12005.72,11945.89,11986.1,48350.0,483653.0,482509.0,SHFE.ag2512,0.98085936
2025-10-17 10:30:00,1760668200000000000,KQ.m@SHFE.ag,15m,11971.39,12028.28,11967.47,12007.68,40543.0,482509.0,481914.0,SHFE.ag2512,0.98085936
2025-10-17 10:45:00,1760669100000000000,KQ.m@SHFE.ag,15m,12007.68,12033.18,12001.8,12021.41,28431.0,481914.0,481818.0,SHFE.ag2512,0.98085936
2025-10-17 11:00:00,1760670000000000000,KQ.m@SHFE.ag,15m,12021.41,12095.96,12008.66,12087.13,56074.0,481818.0,482471.0,SHFE.ag2512,0.98085936
2025-10-17 11:15:00,1760670900000000000,KQ.m@SHFE.ag,15m,12087.13,12115.57,12072.42,12082.23,52961.0,482471.0,483835.0,SHFE.ag2512,0.98085936
2025-10-17 13:30:00,1760679000000000000,KQ.m@SHFE.ag,15m,12094.0,12116.56,12029.26,12075.36,82945.0,483835.0,485818.0,SHFE.ag2512,0.98085936
2025-10-17 13:45:00,1760679900000000000,KQ.m@SHFE.ag,15m,12075.36,12113.61,12070.46,12086.15,43230.0,485818.0,487002.0,SHFE.ag2512,0.98085936
2025-10-17 14:00:00,1760680800000000000,KQ.m@SHFE.ag,15m,12086.15,12092.03,11991.99,12009.64,74140.0,487002.0,481497.0,SHFE.ag2512,0.98085936
2025-10-17 14:15:00,1760681700000000000,KQ.m@SHFE.ag,15m,12009.64,12049.86,11976.29,12018.47,86030.0,481497.0,482787.0,SHFE.ag2512,0.98085936
2025-10-17 14:30:00,1760682600000000000,KQ.m@SHFE.ag,15m,12018.47,12018.47,11934.12,12008.66,85276.0,482787.0,477219.0,SHFE.ag2512,0.98085936
2025-10-17 14:45:00,1760683500000000000,KQ.m@SHFE.ag,15m,12008.66,12029.26,11996.89,12014.55,44281.0,477219.0,471162.0,SHFE.ag2512,0.98085936
2025-10-17 21:00:00,1760706000000000000,KQ.m@SHFE.ag,15m,11831.13,11838.97,11721.27,11780.12,206054.0,471162.0,468211.0,SHFE.ag2512,0.98085936
2025-10-17 21:15:00,1760706900000000000,KQ.m@SHFE.ag,15m,11780.12,11793.85,11693.81,11759.52,120491.0,468211.0,470713.0,SHFE.ag2512,0.98085936
2025-10-17 21:30:00,1760707800000000000,KQ.m@SHFE.ag,15m,11759.52,11763.45,11528.04,11588.85,235487.0,470713.0,469666.0,SHFE.ag2512,0.98085936
2025-10-17 21:45:00,1760708700000000000,KQ.m@SHFE.ag,15m,11588.85,11636.92,11530.98,11550.6,137457.0,469666.0,471092.0,SHFE.ag2512,0.98085936
2025-10-17 22:00:00,1760709600000000000,KQ.m@SHFE.ag,15m,11550.6,11550.6,11411.32,11425.05,205696.0,471092.0,471720.0,SHFE.ag2512,0.98085936
2025-10-17 22:15:00,1760710500000000000,KQ.m@SHFE.ag,15m,11425.05,11523.14,11418.18,11515.29,128543.0,471720.0,467257.0,SHFE.ag2512,0.98085936
2025-10-17 22:30:00,1760711400000000000,KQ.m@SHFE.ag,15m,11515.29,11560.41,11492.73,11554.52,93267.0,467257.0,469417.0,SHFE.ag2512,0.98085936
2025-10-17 22:45:00,1760712300000000000,KQ.m@SHFE.ag,15m,11554.52,11583.95,11540.79,11553.54,72940.0,469417.0,471511.0,SHFE.ag2512,0.98085936
2025-10-17 23:00:00,1760713200000000000,KQ.m@SHFE.ag,15m,11553.54,11587.87,11530.0,11536.87,58192.0,471511.0,473255.0,SHFE.ag2512,0.98085936
2025-10-17 23:15:00,1760714100000000000,KQ.m@SHFE.ag,15m,11536.87,11563.35,11502.54,11561.39,62660.0,473255.0,470968.0,SHFE.ag2512,0.98085936
2025-10-17 23:30:00,1760715000000000000,KQ.m@SHFE.ag,15m,11561.39,11576.1,11549.62,11568.26,30599.0,470968.0,470104.0,SHFE.ag2512,0.98085936
2025-10-17 23:45:00,1760715900000000000,KQ.m@SHFE.ag,15m,11568.26,11568.26,11530.0,11535.89,34541.0,470104.0,469598.0,SHFE.ag2512,0.98085936
2025-10-18 00:00:00,1760716800000000000,KQ.m@SHFE.ag,15m,11535.89,11546.68,11506.46,11533.93,39756.0,469598.0,469597.0,SHFE.ag2512,0.98085936
2025-10-18 00:15:00,1760717700000000000,KQ.m@SHFE.ag,15m,11533.93,11546.68,11461.34,11468.21,49267.0,469597.0,468958.0,SHFE.ag2512,0.98085936
2025-10-18 00:30:00,1760718600000000000,KQ.m@SHFE.ag,15m,11468.21,11489.79,11435.84,11436.82,64604.0,468958.0,469660.0,SHFE.ag2512,0.98085936
2025-10-18 00:45:00,1760719500000000000,KQ.m@SHFE.ag,15m,11436.82,11463.3,11383.85,11401.51,76744.0,469660.0,470332.0,SHFE.ag2512,0.98085936
2025-10-18 01:00:00,1760720400000000000,KQ.m@SHFE.ag,15m,11401.51,11442.71,11370.12,11436.82,69481.0,470332.0,467769.0,SHFE.ag2512,0.98085936
2025-10-18 01:15:00,1760721300000000000,KQ.m@SHFE.ag,15m,11436.82,11450.55,11419.16,11429.95,35806.0,467769.0,465315.0,SHFE.ag2512,0.98085936
2025-10-18 01:30:00,1760722200000000000,KQ.m@SHFE.ag,15m,11429.95,11490.77,11421.13,11479.98,36623.0,465315.0,463395.0,SHFE.ag2512,0.98085936
2025-10-18 01:45:00,1760723100000000000,KQ.m@SHFE.ag,15m,11479.98,11502.54,11470.17,11496.65,24963.0,463395.0,460775.0,SHFE.ag2512,0.98085936
2025-10-18 02:00:00,1760724000000000000,KQ.m@SHFE.ag,15m,11496.65,11547.66,11479.98,11511.37,43952.0,460775.0,456272.0,SHFE.ag2512,0.98085936
2025-10-18 02:15:00,1760724900000000000,KQ.m@SHFE.ag,15m,11511.37,11531.96,11506.46,11523.14,26325.0,456272.0,449728.0,SHFE.ag2512,0.98085936
2025-10-20 09:00:00,1760922000000000000,KQ.m@SHFE.ag,15m,11544.71,11583.95,11456.44,11577.08,111644.0,449728.0,452284.0,SHFE.ag2512,0.98085936
2025-10-20 09:15:00,1760922900000000000,KQ.m@SHFE.ag,15m,11577.08,11620.24,11546.68,11616.32,59710.0,452284.0,448366.0,SHFE.ag2512,0.98085936
2025-10-20 09:30:00,1760923800000000000,KQ.m@SHFE.ag,15m,11616.32,11618.28,11557.47,11586.89,40486.0,448366.0,449280.0,SHFE.ag2512,0.98085936
2025-10-20 09:45:00,1760924700000000000,KQ.m@SHFE.ag,15m,11586.89,11595.72,11564.33,11579.04,27039.0,449280.0,447796.0,SHFE.ag2512,0.98085936
2025-10-20 10:00:00,1760925600000000000,KQ.m@SHFE.ag,15m,11579.04,11598.66,11564.33,11586.89,21414.0,447796.0,446826.0,SHFE.ag2512,0.98085936
2025-10-20 10:30:00,1760927400000000000,KQ.m@SHFE.ag,15m,11599.64,11639.86,11578.06,11582.97,49127.0,446826.0,444643.0,SHFE.ag2512,0.98085936
2025-10-20 10:45:00,1760928300000000000,KQ.m@SHFE.ag,15m,11582.97,11594.74,11562.37,11572.18,22014.0,444643.0,445237.0,SHFE.ag2512,0.98085936
2025-10-20 11:00:00,1760929200000000000,KQ.m@SHFE.ag,15m,11572.18,11581.99,11563.35,11566.29,17419.0,445237.0,444232.0,SHFE.ag2512,0.98085936
2025-10-20 11:15:00,1760930100000000000,KQ.m@SHFE.ag,15m,11566.29,11592.78,11565.31,11573.16,16986.0,444232.0,442434.0,SHFE.ag2512,0.98085936
2025-10-20 13:30:00,1760938200000000000,KQ.m@SHFE.ag,15m,11576.1,11590.82,11511.37,11547.66,50522.0,442434.0,442099.0,SHFE.ag2512,0.98085936
2025-10-20 13:45:00,1760939100000000000,KQ.m@SHFE.ag,15m,11547.66,11549.62,11501.56,11510.38,37610.0,442099.0,442252.0,SHFE.ag2512,0.98085936
2025-10-20 14:00:00,1760940000000000000,KQ.m@SHFE.ag,15m,11510.38,11527.06,11480.96,11518.23,44339.0,442252.0,441326.0,SHFE.ag2512,0.98085936
2025-10-20 14:15:00,1760940900000000000,KQ.m@SHFE.ag,15m,11518.23,11528.04,11461.34,11462.32,42785.0,441326.0,440903.0,SHFE.ag2512,0.98085936
2025-10-20 14:30:00,1760941800000000000,KQ.m@SHFE.ag,15m,11462.32,11512.35,11461.34,11497.63,32155.0,440903.0,438173.0,SHFE.ag2512,0.98085936
2025-10-20 14:45:00,1760942700000000000,KQ.m@SHFE.ag,15m,11497.63,11517.25,11487.82,11517.25,29062.0,438173.0,432663.0,SHFE.ag2512,0.98085936
2025-10-20 21:00:00,1760965200000000000,KQ.m@SHFE.ag,15m,11750.7,11761.48,11679.09,11679.09,138040.0,432663.0,438644.0,SHFE.ag2512,0.98085936
2025-10-20 21:15:00,1760966100000000000,KQ.m@SHFE.ag,15m,11679.09,11697.73,11659.48,11683.02,65425.0,438644.0,443454.0,SHFE.ag2512,0.98085936
2025-10-20 21:30:00,1760967000000000000,KQ.m@SHFE.ag,15m,11683.02,11694.79,11634.95,11651.63,86481.0,443454.0,446604.0,SHFE.ag2512,0.98085936
2025-10-20 21:45:00,1760967900000000000,KQ.m@SHFE.ag,15m,11651.63,11677.13,11611.41,11617.3,66311.0,446604.0,448939.0,SHFE.ag2512,0.98085936
2025-10-20 22:00:00,1760968800000000000,KQ.m@SHFE.ag,15m,11617.3,11644.76,11586.89,11639.86,71678.0,448939.0,451934.0,SHFE.ag2512,0.98085936
2025-10-20 22:15:00,1760969700000000000,KQ.m@SHFE.ag,15m,11639.86,11668.3,11634.95,11653.59,50474.0,451934.0,453291.0,SHFE.ag2512,0.98085936
2025-10-20 22:30:00,1760970600000000000,KQ.m@SHFE.ag,15m,11653.59,11661.44,11616.32,11659.48,47166.0,453291.0,452911.0,SHFE.ag2512,0.98085936
2025-10-20 22:45:00,1760971500000000000,KQ.m@SHFE.ag,15m,11659.48,11693.81,11655.55,11687.92,50900.0,452911.0,453522.0,SHFE.ag2512,0.98085936
2025-10-20 23:00:00,1760972400000000000,KQ.m@SHFE.ag,15m,11687.92,11712.44,11682.03,11702.63,40013.0,453522.0,453666.0,SHFE.ag2512,0.98085936
2025-10-20 23:15:00,1760973300000000000,KQ.m@SHFE.ag,15m,11702.63,11737.94,11689.88,11701.65,55815.0,453666.0,452535.0,SHFE.ag2512,0.98085936
2025-10-20 23:30:00,1760974200000000000,KQ.m@SHFE.ag,15m,11701.65,11726.17,11696.75,11718.33,27298.0,452535.0,452105.0,SHFE.ag2512,0.98085936
2025-10-20 23:45:00,1760975100000000000,KQ.m@SHFE.ag,15m,11718.33,11726.17,11709.5,11720.29,22338.0,452105.0,452731.0,SHFE.ag2512,0.98085936
2025-10-21 00:00:00,1760976000000000000,KQ.m@SHFE.ag,15m,11720.29,11722.25,11693.81,11702.63,27105.0,452731.0,453312.0,SHFE.ag2512,0.98085936
2025-10-21 00:15:00,1760976900000000000,KQ.m@SHFE.ag,15m,11702.63,11716.37,11693.81,11707.54,13287.0,453312.0,452627.0,SHFE.ag2512,0.98085936
2025-10-21 00:30:00,1760977800000000000,KQ.m@SHFE.ag,15m,11707.54,11720.29,11693.81,11702.63,14125.0,452627.0,452659.0,SHFE.ag2512,0.98085936
2025-10-21 00:45:00,1760978700000000000,KQ.m@SHFE.ag,15m,11702.63,11715.38,11697.73,11709.5,11724.0,452659.0,451518.0,SHFE.ag2512,0.98085936
2025-10-21 01:00:00,1760979600000000000,KQ.m@SHFE.ag,15m,11709.5,11723.23,11707.54,11710.48,11767.0,451518.0,451469.0,SHFE.ag2512,0.98085936
2025-10-21 01:15:00,1760980500000000000,KQ.m@SHFE.ag,15m,11710.48,11714.4,11682.03,11692.82,25830.0,451469.0,449826.0,SHFE.ag2512,0.98085936
2025-10-21 01:30:00,1760981400000000000,KQ.m@SHFE.ag,15m,11692.82,11704.59,11679.09,11695.77,14483.0,449826.0,448893.0,SHFE.ag2512,0.98085936
2025-10-21 01:45:00,1760982300000000000,KQ.m@SHFE.ag,15m,11695.77,11716.37,11693.81,11710.48,10101.0,448893.0,448447.0,SHFE.ag2512,0.98085936
2025-10-21 02:00:00,1760983200000000000,KQ.m@SHFE.ag,15m,11710.48,11719.31,11698.71,11716.37,6359.0,448447.0,447271.0,SHFE.ag2512,0.98085936
2025-10-21 02:15:00,1760984100000000000,KQ.m@SHFE.ag,15m,11716.37,11748.73,11711.46,11743.83,12749.0,447271.0,444094.0,SHFE.ag2512,0.98085936
2025-10-21 09:00:00,1761008400000000000,KQ.m@SHFE.ag,15m,11735.98,11739.91,11675.17,11677.13,69171.0,444094.0,442876.0,SHFE.ag2512,0.98085936
2025-10-21 09:15:00,1761009300000000000,KQ.m@SHFE.ag,15m,11677.13,11680.07,11629.07,11638.88,62173.0,442876.0,440023.0,SHFE.ag2512,0.98085936
2025-10-21 09:30:00,1761010200000000000,KQ.m@SHFE.ag,15m,11638.88,11639.86,11563.35,11600.62,77200.0,440023.0,439188.0,SHFE.ag2512,0.98085936
2025-10-21 09:45:00,1761011100000000000,KQ.m@SHFE.ag,15m,11600.62,11604.55,11554.52,11594.74,50332.0,439188.0,440844.0,SHFE.ag2512,0.98085936
2025-10-21 10:00:00,1761012000000000000,KQ.m@SHFE.ag,15m,11594.74,11596.7,11538.83,11582.97,47284.0,440844.0,440320.0,SHFE.ag2512,0.98085936
2025-10-21 10:30:00,1761013800000000000,KQ.m@SHFE.ag,15m,11598.66,11606.51,11550.6,11564.33,41255.0,440320.0,440076.0,SHFE.ag2512,0.98085936
2025-10-21 10:45:00,1761014700000000000,KQ.m@SHFE.ag,15m,11564.33,11578.06,11542.75,11578.06,30447.0,440076.0,440266.0,SHFE.ag2512,0.98085936
2025-10-21 11:00:00,1761015600000000000,KQ.m@SHFE.ag,15m,11578.06,11605.53,11575.12,11581.01,26156.0,440266.0,438352.0,SHFE.ag2512,0.98085936
2025-10-21 11:15:00,1761016500000000000,KQ.m@SHFE.ag,15m,11581.01,11620.24,11577.08,11609.45,25869.0,438352.0,435504.0,SHFE.ag2512,0.98085936
2025-10-21 13:30:00,1761024600000000000,KQ.m@SHFE.ag,15m,11590.82,11590.82,11515.29,11529.02,70234.0,435504.0,438219.0,SHFE.ag2512,0.98085936
2025-10-21 13:45:00,1761025500000000000,KQ.m@SHFE.ag,15m,11529.02,11534.91,11491.75,11495.67,47728.0,438219.0,440041.0,SHFE.ag2512,0.98085936
2025-10-21 14:00:00,1761026400000000000,KQ.m@SHFE.ag,15m,11495.67,11511.37,11466.25,11506.46,53214.0,440041.0,439026.0,SHFE.ag2512,0.98085936
2025-10-21 14:15:00,1761027300000000000,KQ.m@SHFE.ag,15m,11506.46,11517.25,11491.75,11512.35,24364.0,439026.0,436992.0,SHFE.ag2512,0.98085936
2025-10-21 14:30:00,1761028200000000000,KQ.m@SHFE.ag,15m,11512.35,11554.52,11494.69,11549.62,37495.0,436992.0,433058.0,SHFE.ag2512,0.98085936
2025-10-21 14:45:00,1761029100000000000,KQ.m@SHFE.ag,15m,11549.62,11594.74,11547.66,11579.04,50594.0,433058.0,424554.0,SHFE.ag2512,0.98085936
2025-10-21 21:00:00,1761051600000000000,KQ.m@SHFE.ag,15m,11176.89,11237.71,11148.45,11203.38,194475.0,424554.0,426071.0,SHFE.ag2512,0.98085936
2025-10-21 21:15:00,1761052500000000000,KQ.m@SHFE.ag,15m,11203.38,11227.9,11184.74,11189.64,69267.0,426071.0,428248.0,SHFE.ag2512,0.98085936
2025-10-21 21:30:00,1761053400000000000,KQ.m@SHFE.ag,15m,11189.64,11245.55,11173.95,11189.64,95652.0,428248.0,428626.0,SHFE.ag2512,0.98085936
2025-10-21 21:45:00,1761054300000000000,KQ.m@SHFE.ag,15m,11189.64,11196.51,11114.12,11120.0,128604.0,428626.0,434062.0,SHFE.ag2512,0.98085936
2025-10-21 22:00:00,1761055200000000000,KQ.m@SHFE.ag,15m,11120.0,11138.64,11085.67,11116.08,106261.0,434062.0,433793.0,SHFE.ag2512,0.98085936
2025-10-21 22:15:00,1761056100000000000,KQ.m@SHFE.ag,15m,11116.08,11118.04,11038.59,11044.48,89599.0,433793.0,435303.0,SHFE.ag2512,0.98085936
2025-10-21 22:30:00,1761057000000000000,KQ.m@SHFE.ag,15m,11044.48,11061.15,11011.13,11017.01,104035.0,435303.0,434899.0,SHFE.ag2512,0.98085936
2025-10-21 22:45:00,1761057900000000000,KQ.m@SHFE.ag,15m,11017.01,11084.69,10990.53,11079.79,117076.0,434899.0,430926.0,SHFE.ag2512,0.98085936
2025-10-21 23:00:00,1761058800000000000,KQ.m@SHFE.ag,15m,11079.79,11108.23,11056.25,11089.6,72672.0,430926.0,429346.0,SHFE.ag2512,0.98085936
2025-10-21 23:15:00,1761059700000000000,KQ.m@SHFE.ag,15m,11089.6,11094.5,11052.32,11066.06,49504.0,429346.0,427031.0,SHFE.ag2512,0.98085936
2025-10-21 23:30:00,1761060600000000000,KQ.m@SHFE.ag,15m,11066.06,11101.37,11065.07,11096.46,28748.0,427031.0,425884.0,SHFE.ag2512,0.98085936
