wf,action,structure_scale,base_h,later_h,matched_n,median_delta_entry_atr,median_delta_target_distance_atr,median_delta_risk_distance_atr,median_delta_RR,target_first_base,target_first_later,delta_target_first,E_R_lower_base,E_R_lower_later,delta_E_R_lower,E_R_upper_base,E_R_upper_later,delta_E_R_upper
WF1,OUTWARD,1.2,5,8,4111,0.0,0.17857142857142883,-0.19999999999999996,0.5625,0.3561177329117003,0.2802237898321576,-0.0758939430795427,-0.06490962183383209,-0.15114123211391506,-0.10097195823014798,-0.05764618813849389,-0.13614178035923347,-0.09157948779503049
WF2,OUTWARD,1.2,5,8,3857,0.0,0.25,-0.20833333333333326,0.666666666666667,0.33030852994555354,0.25252787140264454,-0.077780658542909,-0.10178005105790243,-0.2507976614363745,-0.1370668545553234,-0.0894095068670616,-0.23848857224416,-0.13703377368900305
WF2,OUTWARD,1.2,3,8,3035,0.0,0.4622496147919879,-0.33333333333333326,1.3,0.3654036243822076,0.21317957166392093,-0.15222405271828665,-0.06813884655852458,-0.4235540994527415,-0.34008470778791694,-0.062041649182257436,-0.4038326724859854,-0.3253286724207417
WF2,OUTWARD,1.2,2,8,6505,0.0,0.6543591289277373,-0.37037037037037046,1.5,0.37863182167563414,0.22413528055342044,-0.15449654112221367,-0.13236573418449515,-0.2903996537136104,-0.12939859023620576,-0.10405834500522734,-0.27761679451074195,-0.14485286838209782
WF3,OUTWARD,1.2,5,8,3831,0.0,0.15151515151515138,-0.1785714285714286,0.43333333333333335,0.34768989819890367,0.25319759853824064,-0.09449229966066301,-0.12966210906890777,-0.2815343039940273,-0.1380235510515261,-0.11817899483349995,-0.25209401582555957,-0.11957843940845933
WF3,OUTWARD,1.2,2,8,6140,0.031242251425737777,0.6960594315245479,-0.4166666666666667,1.5794978211362656,0.3794788273615635,0.23192182410423454,-0.14755700325732898,-0.10187298792423723,-0.26438782581972864,-0.1330094999120225,-0.08960384358541032,-0.24332399380123376,-0.12367710038697764
WF3,OUTWARD,1.2,3,8,2955,0.0,0.5,-0.32258064516129037,1.1666666666666665,0.3840947546531303,0.22436548223350253,-0.15972927241962775,-0.09952632739198004,-0.3301805639029854,-0.2132802946453022,-0.09089328716498983,-0.31744274405594547,-0.20885166202957944
WF1,INWARD,0.2,2,8,20633,0.0,0.1785714285714286,-0.0625,1.0,0.1755924974555324,0.12998594484563564,-0.04560655260989677,-0.34593969261636953,-0.4627303091897065,-0.11115100652160789,-0.3281661281315749,-0.44566203739074983,-0.11161767890097471
WF1,INWARD,0.2,3,8,2164,0.0,0.0,0.0,0.0888888888888888,0.11275415896487985,0.12430683918669132,0.01155268022181146,-0.44343562755622895,-0.5159408952221063,-0.0574804172203192,-0.4335619437230595,-0.5024339005284256,-0.05345349601821679
WF1,INWARD,0.2,5,8,238,0.15625,-0.04854368932038833,0.0,0.2752525252525252,0.13445378151260504,0.1134453781512605,-0.02100840336134454,-0.31308746347323596,-0.46967479717060967,-0.19655390452037044,-0.31308746347323596,-0.46967479717060967,-0.19655390452037044
WF2,INWARD,0.2,2,8,20490,0.0,0.09999999999999998,-0.09270000859328006,1.1666666666666665,0.1700829673011225,0.12733040507564666,-0.04275256222547584,-0.3526959850393537,-0.4181382569811942,-0.05538477389171633,-0.3335747191900612,-0.40916941573126286,-0.06571274927167502
WF2,INWARD,0.2,3,8,1796,-0.1229585085387157,0.0,0.0,-0.225,0.11915367483296214,0.1408685968819599,0.021714922048997772,-0.45201547190832225,-0.24256587077096026,0.213654340464786,-0.44354724648865795,-0.2401298171777812,0.20709244804741725
WF2,INWARD,0.2,5,8,263,0.16129032258072584,0.0,0.0,-1.7333333333333334,0.07984790874524715,0.09505703422053231,0.015209125475285171,-0.6781392574741221,-0.7347263839909394,-0.03420116735993444,-0.6781392574741221,-0.7347263839909394,-0.03420116735993444
WF3,INWARD,0.2,2,8,20386,0.0,0.10416666666666674,-0.07175516819626734,1.0078601276733692,0.1658981654076327,0.12479152359462377,-0.04110664181300893,-0.3234233906903966,-0.3714283825810266,-0.02983354246475553,-0.2983823459717286,-0.36260248786045546,-0.045899697792598844
WF3,INWARD,0.2,3,8,1580,0.0,0.0,0.0,0.16666666666666607,0.10822784810126582,0.0879746835443038,-0.020253164556962026,-0.22891261278290453,-0.495413140285163,-0.24671474112274216,-0.20990777518788037,-0.47296554055561596,-0.2353048574018119
WF3,INWARD,0.2,5,8,264,-0.14778325123153024,0.1477832512315267,0.0,1.5,0.12121212121212122,0.06060606060606061,-0.06060606060606061,-0.6218409105754785,-0.7798203119631691,-0.15558708267041602,-0.6218409105754785,-0.7718838040266612,-0.14704007412340747
WF1,INWARD,0.4,2,8,19004,0.0,0.2055517998985973,-0.07509303127353747,1.0,0.1917491054514839,0.13523468743422437,-0.056514418017259524,-0.28915877000558243,-0.4360280222870108,-0.1384313975089559,-0.2724722547444071,-0.4188715446169224,-0.13756676996890352
WF1,INWARD,0.4,3,8,3399,0.0,0.1282051282051282,0.0,0.5,0.12944983818770225,0.12415416298911444,-0.00529567519858782,-0.38955091616090654,-0.4895843193311247,-0.10659038018136212,-0.37848412011525895,-0.47952243876564693,-0.10745072920352179
WF1,INWARD,0.4,5,8,769,0.0,0.0,0.0,0.38341013824884795,0.08972691807542263,0.09362808842652796,0.0039011703511053317,-0.5749724359179496,-0.5701959816821195,0.00890375732401064,-0.5749724359179496,-0.5701959816821195,0.00890375732401064
WF2,INWARD,0.4,2,8,18551,0.0,0.1293103448275863,-0.12195121951219501,1.1388888888888888,0.18866907444342623,0.130451188615169,-0.05821788582825724,-0.2879372787780374,-0.41288196052503534,-0.11300434670571666,-0.2714886823785636,-0.4033177732217485,-0.11981134201266305
WF2,INWARD,0.4,5,8,853,-0.07936507936507553,0.0,0.0,0.0,0.10902696365767878,0.10433763188745604,-0.004689331770222743,-0.4505363521764122,-0.49976123373977765,-0.03382259459222998,-0.431476068488469,-0.496426047525214,-0.050458952105532334
WF2,INWARD,0.4,3,8,3189,-0.01848658311962481,0.0,0.0,0.20000000000000018,0.12543116964565695,0.1273126371903418,0.0018814675446848542,-0.4468225704388712,-0.4304188664501592,0.004734663395791639,-0.44090485681876973,-0.4247855444972743,0.004476378392618145
WF3,INWARD,0.4,2,8,18450,0.0,0.16129032258064524,-0.09146341463414635,1.0,0.1830352303523035,0.13230352303523035,-0.050731707317073174,-0.2803372865969284,-0.3572771347473313,-0.050862721560021903,-0.25390639249106595,-0.3480027882221343,-0.0676728608383564
WF3,INWARD,0.4,3,8,3027,0.0,0.0,-0.03472222222222224,0.6136363636363633,0.1110009910802775,0.09514370664023786,-0.015857284440039643,-0.27308776094697,-0.5387369014964567,-0.2566559831723993,-0.26223354822282363,-0.536867742617952,-0.2622039727962644
WF3,INWARD,0.4,5,8,789,0.027459522861988717,0.0,-0.10295750162327462,1.3333333333333335,0.10773130544993663,0.08238276299112801,-0.025348542458808618,-0.4684553452383663,-0.4957123624600104,-0.016905331740810305,-0.452951469269374,-0.4488804065371454,0.018663773950246605
WF1,INWARD,0.8,2,8,13208,0.0,0.25,-0.18518518518518512,1.0,0.24523016353725016,0.16762568140520898,-0.07760448213204119,-0.17306833629228432,-0.38300490678538474,-0.19095467652324946,-0.16244593182924175,-0.3684526615608781,-0.18636631272036003
WF1,INWARD,0.8,5,8,3411,0.0,0.0793650793650793,-0.14285714285714285,0.75,0.1545001465845793,0.1284080914687775,-0.02609205511580182,-0.38281754355418457,-0.4450340226212807,-0.05559728677044119,-0.3817841196935223,-0.4398392174264755,-0.050536325187740476
WF1,INWARD,0.8,3,8,4482,0.0,0.18405146866255917,-0.10869565217391308,0.8369670590415454,0.20124944221329763,0.15082552431950022,-0.05042391789379741,-0.14088741941836602,-0.420189895865509,-0.2738639153322433,-0.13274329306101165,-0.41404341263985606,-0.27060217934075265
WF2,INWARD,0.8,2,8,12771,0.0,0.18656716417910424,-0.21739130434782605,1.0416666666666667,0.24031007751937986,0.14822645055203196,-0.0920836269673479,-0.18883986778090592,-0.4273317445700413,-0.22214925657824353,-0.18063758797200932,-0.4124835755485497,-0.21459093014768435
WF2,INWARD,0.8,5,8,3537,-0.06802721088433827,0.0,-0.09433962264150941,0.36666666666666625,0.1984732824427481,0.15182357930449533,-0.04664970313825276,-0.22426403220696023,-0.40222338299071775,-0.16235028459291873,-0.22324809808226767,-0.39821486419137786,-0.15916010680676468
WF2,INWARD,0.8,3,8,4313,0.0,0.054116757962271445,-0.12455516014234869,0.6666666666666665,0.2095988870855553,0.16554602364943194,-0.04405286343612335,-0.16871395285555751,-0.31652492047381636,-0.13896042463745467,-0.16586955065874615,-0.3159710433338365,-0.1413327358648426
WF3,INWARD,0.8,2,8,12257,0.0,0.2127659574468086,-0.20833333333333337,1.1306818181818183,0.23317288080280657,0.15256588072122051,-0.08060700008158603,-0.1622029560893402,-0.3773822670718327,-0.18669802955360626,-0.1543223140362582,-0.36848585161580766,-0.18394968416115193
WF3,INWARD,0.8,3,8,4397,0.0,0.0,-0.125,0.44444444444444464,0.20468501250852855,0.16124630429838527,-0.04343870821014328,-0.0656467474701433,-0.318006307458521,-0.23581355010193913,-0.05061384760283017,-0.3078968753969603,-0.23941271874721748
WF3,INWARD,0.8,5,8,3412,0.04586038620156785,0.0,-0.08811148532474039,0.47478991596638576,0.15211019929660025,0.12221570926143024,-0.029894490035169988,-0.26738786183314617,-0.4253120400705952,-0.14926409073021743,-0.26146878138491636,-0.4183590082884062,-0.1446730725271657
WF1,INWARD,1.2,5,8,4551,0.0,0.0,-0.1785714285714286,0.40476190476190477,0.24280377938914524,0.1940232915842672,-0.04878048780487805,-0.20282797309391334,-0.3378335073610725,-0.13378091885869556,-0.200021426341693,-0.33419481095646103,-0.13240001479348273
WF1,INWARD,1.2,3,8,4200,0.0,0.17392619479733817,-0.22474747474747464,0.7444300342670893,0.28404761904761905,0.19380952380952382,-0.09023809523809524,-0.1308368057235509,-0.3728208228799287,-0.21813221805660313,-0.12748907354212538,-0.3707439698581584,-0.2193917761782217
WF1,INWARD,1.2,2,8,7198,0.0,0.2777777777777779,-0.2727272727272727,0.8363636363636364,0.3081411503195332,0.21867185329258126,-0.08946929702695193,-0.11911404739116324,-0.3057512917229225,-0.1761842870163046,-0.11341693230653982,-0.2969646138035422,-0.17263018869904573
WF2,INWARD,1.2,5,8,4777,0.0,0.0,-0.13824884792626735,0.3647058823529412,0.23801549089386645,0.2066150303537785,-0.031400460540087924,-0.20822294767516147,-0.28038062928419605,-0.03176611336505008,-0.20067846650341767,-0.27419773441865336,-0.03085500581046381
WF2,INWARD,1.2,2,8,7100,0.0,0.24390243902439046,-0.2777777777777777,0.9142857142857146,0.2925352112676056,0.18690140845070422,-0.1056338028169014,-0.11859906189844796,-0.34884168110278513,-0.2104433729943346,-0.11308312334829065,-0.3348791441796563,-0.20079961617103934
WF2,INWARD,1.2,3,8,4051,-0.05664029707764939,0.20833333333333326,-0.2777777777777777,0.8333333333333335,0.268822512959763,0.19402616637867193,-0.07479634658109109,-0.09978688104880033,-0.34405376956904765,-0.23229184445812662,-0.09687099486098041,-0.3402411223564754,-0.2312089074446078
WF3,INWARD,1.2,2,8,6459,0.0,0.234375,-0.31400699103783647,1.0,0.2887443876761109,0.1882644372193838,-0.10047995045672704,-0.13023334034364584,-0.3551049363718515,-0.18851148189620706,-0.12384821452144179,-0.3481542349096555,-0.18752174576143726
WF3,INWARD,1.2,3,8,3848,0.0,0.07407407407407396,-0.23809523809523814,0.7681159420289854,0.2609147609147609,0.1845114345114345,-0.07640332640332641,-0.05197607555213437,-0.32020744434103315,-0.23422411154076692,-0.0425457653196851,-0.30548753229109654,-0.2265768717604841
WF3,INWARD,1.2,5,8,4696,0.0,0.0,-0.19230769230769232,0.5,0.24041737649063033,0.19995741056218058,-0.04045996592844974,-0.1491910656358517,-0.28730536243167,-0.12603704456364873,-0.14593920828770743,-0.2723430627144221,-0.11335529197097731
WF1,OUTWARD,0.2,2,13,19929,0.0,0.6818181818181819,0.0,1.8333333333333321,0.2293140649305033,0.1415023332831552,-0.08781173164734808,-0.32646435057757,-0.4239944949346026,-0.1014715267491593,1.3052845797735633,1.2000867717589567,-0.12655866032267452
WF1,OUTWARD,0.2,3,13,2214,0.08929106653374674,0.3532608695652175,0.0,0.5,0.14769647696476965,0.13414634146341464,-0.013550135501355014,-0.439964599871741,-0.3940283460315193,0.04723234524061646,-0.41517732647181516,-0.38037283916122533,0.044764061812211965
WF1,OUTWARD,0.2,5,13,312,0.4316674038035728,0.45048616149533577,0.0,2.165711018429211,0.1794871794871795,0.09935897435897435,-0.08012820512820513,-0.49042776189148224,-0.660464694222755,-0.17509287737051824,-0.4695256716824614,-0.6433078314776569,-0.17874046435143853
WF2,OUTWARD,0.2,2,13,19216,0.0,0.6976744186046513,-0.042371201031728783,1.7391648618063895,0.22673813488759367,0.14909450457951706,-0.0776436303080766,-0.3218156385442036,-0.31405671606462066,0.005049596439700827,-0.2633943151657572,0.5229605634186035,0.7985484367605526
WF2,OUTWARD,0.2,3,13,1959,0.0,0.3846153846153848,0.04977730444320323,0.0,0.10005104645227157,0.1281265952016335,0.02807554874936192,-0.6054899681922861,-0.5672125521183873,0.02758392175678788,-0.5837319733534025,-0.5482995852403042,0.024705790820658057
WF2,OUTWARD,0.2,5,13,316,0.029510961214166187,0.0,0.0,0.7576388888888889,0.2088607594936709,0.13291139240506328,-0.0759493670886076,-0.12513247480058753,-0.5411591058576699,-0.39521814481862855,-0.12513247480058753,-0.531512803606866,-0.3846918290291549
WF3,OUTWARD,0.2,3,13,1861,0.0,0.5031467665749862,0.0,1.0,0.15153143471252015,0.12090274046211714,-0.03062869425040301,-0.37360422426686835,-0.44555850291365623,-0.08939749336412325,-0.36688808529321215,-0.42533866029176937,-0.07518630207477754
WF3,OUTWARD,0.2,2,13,19656,0.0,0.6818181818181817,-0.04901960784313726,1.8928571428571428,0.22242572242572242,0.13975376475376475,-0.08267195767195767,-0.3058760266474022,-0.40705155246547636,-0.08785210494993115,-0.2672080309128279,-0.37535394641842557,-0.09525433034472114
WF3,OUTWARD,0.2,5,13,276,0.1219512195121979,0.1605033384694401,0.04201673776139417,-0.5439353047141869,0.27898550724637683,0.32608695652173914,0.04710144927536232,-0.02309223376616518,-0.017294719813772372,-0.005340709951403911,-0.012610970930250728,0.01278046815615244,0.014584445037592288
WF1,OUTWARD,0.4,2,13,18054,0.0,0.7352941176470587,0.0,1.75001220703125,0.25191093386507146,0.14257228315054835,-0.1093386507145231,-0.27690400496428347,-0.43147011594392226,-0.15719398346591001,1.5183134026110017,1.3557037035138417,-0.1793345728616329
WF1,OUTWARD,0.4,5,13,1032,0.09020306346882023,0.2941176470588235,0.0,0.6666666666666669,0.20251937984496124,0.14244186046511628,-0.060077519379844964,-0.2662438902954749,-0.38979143863815996,-0.12822905254428138,-0.25581671236072884,-0.38450442957471587,-0.13354079061464014
WF1,OUTWARD,0.4,3,13,3493,0.0,0.3968253968253972,0.0,0.6666666666666665,0.17749785284855424,0.13140566847981677,-0.04609218436873747,-0.35864492333533876,-0.46955122835579166,-0.11504658675970748,-0.3315608957995956,-0.42806427441870026,-0.09422871881242034
WF1,OUTWARD,0.4,8,13,257,0.19618693732104475,0.07751937984496138,0.0,0.38235294117647056,0.10505836575875487,0.12062256809338522,0.01556420233463035,-0.5993847375381989,-0.31974586017624723,0.28747229914886485,-0.5993847375381989,-0.2583423514043174,0.35139923978813425
WF2,OUTWARD,0.4,2,13,17151,0.0,0.7680250783699059,-0.05295007564296522,1.6666666666666665,0.2504227158766253,0.15631741589411696,-0.09410529998250831,-0.2934254457685332,-0.3507964374636094,-0.05897048920623741,-0.23764675237201044,0.5806030329667847,0.835693031690603
WF2,OUTWARD,0.4,3,13,3139,0.0,0.39772727272727293,0.0,0.25119617224880386,0.15132207709461612,0.13157056387384516,-0.019751513220770945,-0.43108296640513827,-0.439524927213977,-0.007384165310041133,-0.41144445180829553,-0.4262482245453584,-0.013866457602783887
WF2,OUTWARD,0.4,5,13,1140,0.0,0.1369863013698629,0.0,0.5,0.14649122807017545,0.14298245614035088,-0.0035087719298245615,-0.06729613335439974,-0.12325984923704113,-0.05266375748645813,-0.06729613335439974,-0.09263254296397841,-0.020740680563381207
WF2,OUTWARD,0.4,8,13,260,0.09803530467736721,-0.09803530467737143,-0.03269173232272876,0.11212199174405013,0.12307692307692308,0.11538461538461539,-0.007692307692307693,-0.5859529143751868,-0.3860946637677914,0.3258342270086953,-0.5859529143751868,-0.3104644116669511,0.4190984757133585
WF3,OUTWARD,0.4,3,13,2955,-0.04854368932035413,0.46511627906976744,0.0,1.0,0.17800338409475466,0.13130287648054145,-0.046700507614213196,-0.34212338838200723,-0.49537377217584333,-0.1718752006335772,-0.330207892409575,-0.4806105102625992,-0.16915025536775813
WF3,OUTWARD,0.4,2,13,17338,0.0,0.744340055768621,-0.08928633709777545,1.8873392040190025,0.24922136347906332,0.1474218479640097,-0.10179951551505365,-0.24410388767652857,-0.42210671270801353,-0.1664060736724824,-0.2075637720520215,-0.39299412135305256,-0.17420383769516068
WF3,OUTWARD,0.4,8,13,318,0.08403347552277296,-0.07824862181936512,0.0,-0.7083333333333333,0.2169811320754717,0.20125786163522014,-0.015723270440251572,-0.1278326248729302,-0.4706764822063791,-0.3040115423497752,-0.1278326248729302,-0.4450354565653535,-0.2757429911130261
WF3,OUTWARD,0.4,5,13,1298,0.0,0.021271373639859092,0.0,0.16666666666666657,0.174884437596302,0.13405238828967642,-0.040832049306625574,-0.27976794920531234,-0.5086758895545823,-0.23660478662649043,-0.2581258251535497,-0.49360283979411035,-0.24400112774733648
WF1,OUTWARD,0.8,2,13,12040,0.0,0.887096774193548,-0.19624454662236537,1.75,0.31627906976744186,0.15299003322259136,-0.1632890365448505,-0.20062595229466662,-0.4178617344362698,-0.2076310801635446,2.4856508788903326,2.289057454691027,-0.21095993031902266
WF1,OUTWARD,0.8,8,13,2088,0.14285714285711038,0.13157894736842124,0.0,0.5777777777777775,0.19204980842911878,0.13840996168582376,-0.05363984674329502,-0.21310661491276753,-0.5562531075435408,-0.32202965991449994,-0.21143480421317903,-0.5320847709313935,-0.2978066083315334
WF1,OUTWARD,0.8,3,13,4121,0.0,0.6849315068493151,0.0,1.2142857142857144,0.29094879883523417,0.15700072797864595,-0.13394807085658822,-0.13794179585568567,-0.46510371530713895,-0.32161242725211076,-0.10987613936099862,-0.436653289803563,-0.3186448976212309
WF1,OUTWARD,0.8,5,13,3414,0.0,0.3125,0.0,0.9696969696969696,0.28588166373755125,0.17955477445811366,-0.1063268892794376,-0.13053947407837882,-0.30818631034754024,-0.1727748418921165,-0.09781896107956971,-0.2969322842543307,-0.19535663528490943
WF2,OUTWARD,0.8,8,13,2098,-0.05465133641927622,0.007645259938837912,0.0,0.25001907377737087,0.19351763584366063,0.1754051477597712,-0.01811248808388942,-0.2455241141170528,-0.35526902117744774,-0.1352768021222302,-0.21452923152860673,-0.3458496110118193,-0.1568840615283862
WF2,OUTWARD,0.8,3,13,3805,0.0,0.5952380952380952,-0.10000000000000009,1.3721533750531574,0.27989487516425754,0.16925098554533508,-0.11064388961892246,-0.1875294638976048,-0.43377709936178266,-0.2419007856284422,-0.1659708903573239,-0.42794266973679584,-0.25798672803141215
WF2,OUTWARD,0.8,2,13,11003,0.0,0.9090909090909091,-0.20833333333333334,1.7,0.32900118149595564,0.1680450786149232,-0.16095610288103246,-0.15503715136115306,-0.36115413395963675,-0.2054485804247975,-0.13022356912597682,1.0780891764507434,1.2484377065728074
WF2,OUTWARD,0.8,5,13,3370,0.01078635131932515,0.3846153846153848,-0.02575893327711609,0.9062420432301143,0.25044510385756674,0.17359050445103857,-0.0768545994065282,-0.1825908492501341,-0.3335565936028209,-0.15329135922946663,-0.17052198870379143,-0.326673084766992,-0.15854180623134861
WF3,OUTWARD,0.8,5,13,3445,0.0,0.281621368838028,-0.07352941176470595,1.0,0.2708272859216255,0.183744557329463,-0.08708272859216255,-0.08516624871303247,-0.39262545753430067,-0.3162202621516974,-0.06445475539635108,-0.3829301084583272,-0.32757564759145547
WF3,OUTWARD,0.8,8,13,2028,0.0,0.20833333333333326,-0.1266025641025641,0.75,0.1947731755424063,0.13658777120315582,-0.05818540433925049,-0.22168891056547582,-0.5189994888457607,-0.3062493463938812,-0.21733774281618246,-0.5112045397315504,-0.3025921035196398
WF3,OUTWARD,0.8,2,13,11087,0.0,0.8695652173913047,-0.21739130434782605,1.8142857142857145,0.3226301073329124,0.16686209073689906,-0.15576801659601336,-0.13456113588717722,-0.3891947485422079,-0.25170566835913666,-0.12072817355940103,-0.3738628625128517,-0.24994925961039446
WF3,OUTWARD,0.8,3,13,3706,0.0,0.7070707070707072,-0.08910547886542097,1.380952380952381,0.30652995143011336,0.16270912034538587,-0.14382083108472746,-0.08718945860461232,-0.4254720695903198,-0.30167250779304594,-0.075319195090492,-0.3946575974701227,-0.28059471321613916
WF1,OUTWARD,1.2,2,13,6686,0.0,1.0714285714285716,-0.3846153846153849,1.8666666666666667,0.38872270415794197,0.179329943164822,-0.20939276099311996,-0.11751099946103394,-0.37856779392424156,-0.2344602883420963,-0.11206785142829101,-0.37125504306386675,-0.23089477775551454
WF1,OUTWARD,1.2,8,13,3605,0.0,0.21739130434782616,-0.1807151392591206,0.6557429441315212,0.3079056865464632,0.22108183079056865,-0.08682385575589459,-0.10812291428215091,-0.3024974186527967,-0.1685002693291885,-0.10282329102838972,-0.2853915748204955,-0.15576668660674908
WF1,OUTWARD,1.2,3,13,3346,0.0,0.8257456016703881,-0.20833333333333334,1.35,0.3517632994620442,0.16557083084279736,-0.18619246861924685,-0.08250183526307436,-0.4623109660259254,-0.3783887101595575,-0.07942581028434782,-0.4613223433174767,-0.3805901907470824
WF1,OUTWARD,1.2,5,13,4070,0.06802039025046724,0.5051147563445775,-0.21739130434782605,1.0,0.35356265356265354,0.1955773955773956,-0.15798525798525798,-0.06954499733846202,-0.3973475464750286,-0.3085300313454328,-0.062195526655419095,-0.3573970769501696,-0.27330400390655957
WF2,OUTWARD,1.2,8,13,3296,0.0,0.23809523809523814,-0.15293429371609624,0.5780303030303029,0.28913834951456313,0.20236650485436894,-0.08677184466019418,-0.22889486429552736,-0.3766089740463015,-0.12977162501780573,-0.21622191582489758,-0.36911336981979254,-0.13491355344754263
WF2,OUTWARD,1.2,5,13,3789,0.0,0.5555555555555556,-0.1515151515151515,1.0,0.32304038004750596,0.18448139350752177,-0.13855898653998416,-0.12230341037779889,-0.35452249391787144,-0.2473272121371641,-0.10819348962858112,-0.35138686024330446,-0.2586079594133473
WF2,OUTWARD,1.2,3,13,3036,0.0,0.714285714285714,-0.2702702702702703,1.6,0.36198945981554675,0.1907114624505929,-0.1712779973649539,-0.08456946832699537,-0.3807022167490924,-0.2563500899003069,-0.07847880833176069,-0.37384878212150513,-0.2553055812828979
WF2,OUTWARD,1.2,2,13,6519,0.0,1.0,-0.3448275862068966,1.6944444444444446,0.377205092805645,0.1940481668967633,-0.18315692590888172,-0.138693883356167,-0.3749860935431171,-0.23034711216649661,-0.11136744572174964,-0.3665721342549595,-0.24953802859006988
WF3,OUTWARD,1.2,5,13,3814,0.0,0.4494382022471912,-0.23809523809523814,1.1923076923076925,0.34242265338227584,0.20424750917671736,-0.13817514420555846,-0.14125272696146307,-0.4300123851557415,-0.29038501920056176,-0.12971508397130613,-0.38948147712128717,-0.25881097288705956
WF3,OUTWARD,1.2,8,13,3593,0.0,0.21739130434782616,-0.2227011494252874,0.8,0.28917339270804343,0.20929585304759254,-0.07987753966045087,-0.17861791083637976,-0.3705882726626715,-0.1910727135820665,-0.16965848400878492,-0.3571644238319529,-0.18503368456669017
WF3,OUTWARD,1.2,2,13,6088,0.0,0.9729532163742689,-0.3846153846153846,1.692204301075269,0.37779237844940866,0.19875164257555847,-0.1790407358738502,-0.10063200942138406,-0.3834235999575301,-0.2792636368861313,-0.0882522747713041,-0.3819307503548837,-0.2906507470862424
WF3,OUTWARD,1.2,3,13,2944,0.0,0.8740079365079366,-0.28059809054904694,1.6241228070175437,0.37907608695652173,0.18614130434782608,-0.19293478260869565,-0.11364086725187002,-0.3983494982047622,-0.25313730815742336,-0.10497058889305959,-0.3584948158423742,-0.22063219469503
WF1,INWARD,0.2,2,13,20529,0.0,0.33333333333333326,-0.10392609699769056,1.6,0.1738029129524088,0.11856398265867797,-0.05523893029373082,-0.35513887219703805,-0.48646331732533504,-0.14215235224411302,-0.33696169154645494,-0.4790998926850217,-0.1519451489363374
WF1,INWARD,0.2,3,13,2172,0.10416666666651508,0.21739418880821493,0.0,0.666666666666667,0.11832412523020258,0.11187845303867404,-0.006445672191528545,-0.3953997141750684,-0.5458831800090427,-0.1437752955444061,-0.38558873571064894,-0.5315037814165923,-0.13875824287943145
WF1,INWARD,0.2,5,13,252,0.3125,0.09803921568627416,0.0,0.6875,0.14682539682539683,0.10714285714285714,-0.03968253968253968,-0.32321900111327234,-0.6692459046463072,-0.3545429721818731,-0.32321900111327234,-0.6448556607438681,-0.32974958375212104
WF2,INWARD,0.2,2,13,20399,0.02232142857141639,0.26315789473684226,-0.11363636363636354,1.5686487793086776,0.16883180548066082,0.12838864650227952,-0.04044315897838129,-0.3666983057060422,-0.4373172046994347,-0.07135105054884941,-0.34743377254628754,-0.428058845798425,-0.07840191096950913
WF2,INWARD,0.2,3,13,1814,0.0,0.23364485981308425,0.0,-0.31666666666666643,0.1063947078280044,0.1185226019845645,0.012127894156560088,-0.4948813248085198,-0.5138855386145165,-0.014196475624842131,-0.486508473593345,-0.502245556573788,-0.010667489647678545
WF2,INWARD,0.2,5,13,274,0.4819277108433653,0.5072463768115942,0.10869565217391305,-1.7,0.06569343065693431,0.08394160583941605,0.01824817518248175,-0.7799729424824703,-0.711717749544438,0.09770989518227154,-0.7799729424824703,-0.711717749544438,0.09770989518227154
WF3,INWARD,0.2,2,13,20121,0.0,0.2777777777777777,-0.1171875,1.6666666666666667,0.16197008100989016,0.11898016997167139,-0.042989911038218774,-0.3339177420145706,-0.38596085237383276,-0.05591931504772931,-0.30796951290192,-0.37396704897329347,-0.056791429593699636
WF3,INWARD,0.2,3,13,1592,0.0,0.21859345086817017,0.0,1.0,0.114321608040201,0.11180904522613065,-0.002512562814070352,-0.2669395811169419,-0.352158283197698,-0.1415125717342452,-0.2481810545139405,-0.34411538775533873,-0.1527119936995631
WF3,INWARD,0.2,5,13,252,-0.16574999441054672,0.4195804195804197,-0.11217948717948718,3.0,0.1349206349206349,0.07936507936507936,-0.05555555555555555,-0.5848802652374081,-0.6776397515527951,-0.10163458685654947,-0.5848802652374081,-0.6678571428571429,-0.09112056816496067
WF1,INWARD,0.4,2,13,18897,0.0,0.37498474121086645,-0.11857230739538982,1.5,0.19040059268666984,0.12282372863417473,-0.0675768640524951,-0.29786064814625374,-0.50551961247939,-0.2201183712974495,-0.2808101714761141,-0.49694687739974464,-0.22817259500580261
WF1,INWARD,0.4,3,13,3411,0.0,0.2272727272727273,0.0,1.0000000000000004,0.1363236587510994,0.119026678393433,-0.017296980357666372,-0.3557992134161583,-0.5107165017780106,-0.1733713912765571,-0.34736878808261484,-0.5014014048968585,-0.1700790549174632
WF1,INWARD,0.4,5,13,788,0.1785714285714448,0.1449517550889381,0.0,0.3333333333333335,0.09771573604060914,0.07106598984771574,-0.0266497461928934,-0.5553150252291842,-0.7014873158596869,-0.15610602269281396,-0.5553150252291842,-0.6849583902398523,-0.1376444842312755
WF1,INWARD,0.4,8,13,143,0.06865410440647679,0.0,0.06578947368421051,-1.0,0.09090909090909091,0.06293706293706294,-0.027972027972027972,-0.5210481697631668,-0.8018142700195312,-0.2806119451347744,-0.5210481697631668,-0.8018142700195312,-0.2806119451347744
